director_ids,director_names,movie_id,title,review_count_user,review_count_critic,metascore,rating_value,rating_count,release_date,runtime,movie_year,opening_weekend_value,gross_value,budget_value,color_Black_and_White,color_Color,language_Arabic,language_Dutch,language_English,language_French,language_German,language_Greek,language_Hindi,language_Italian,language_Japanese,language_Mandarin,language_Other,language_Portuguese,language_Russian,language_Spanish,language_Swedish,language_Turkish,genre_Action,genre_Adult,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film_Noir,genre_Game_Show,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_None,genre_Reality_TV,genre_Romance,genre_Sci_Fi,genre_Short,genre_Sport,genre_Talk_Show,genre_Thriller,genre_War,genre_Western,title_category_TV,title_category_movie,title_category_video,title_subcategory_TV_episode,title_subcategory_TV_miniseries,title_subcategory_TV_movie,title_subcategory_TV_series,title_subcategory_TV_short,title_subcategory_movie,title_subcategory_video,birthYear,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,clean_director_names,FirstName,Gender,CareerStartYear,Career_Year_Number,Film,Ceremony,Name,Award_Actor,Award_Actor in a Leading Role,Award_Actor in a Supporting Role,Award_Actress,Award_Actress in a Leading Role,Award_Actress in a Supporting Role,Award_Assistant Director,Award_Directing,Award_Directing (Comedy Picture),Award_Directing (Dramatic Picture),Winner_Actor,Winner_Actor in a Leading Role,Winner_Actor in a Supporting Role,Winner_Actress,Winner_Actress in a Leading Role,Winner_Actress in a Supporting Role,Winner_Assistant Director,Winner_Directing,Winner_Directing (Comedy Picture),Winner_Directing (Dramatic Picture),awards_nominated,awards_won
nm0000122,Charles Chaplin,tt0027977,Les temps modernes (1936) - IMDb,213,119,96,8.6,147990, 24 September 1936 (France)    See more »,87.0,1936,149911.29180233736,2126728.8459435613,19541751.777483795,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1889,0,0,0,4,8.3,charles chaplin,charles,Male,1914,23,Les temps modernes,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0281808,Victor Fleming,tt0032138,"Óz, a csodák csodája (1939) - IMDb",540,213,100,8.1,299644, 21 March 1940 (Hungary)    See more »,102.0,1939,63428473.91227441,263017556.51219192,33169482.862382922,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1889,1,0,0,4,7.55,victor fleming,victor,Male,1919,21,"Óz, a csodák csodája",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0002030,George Cukor,tt0032138,"Óz, a csodák csodája (1939) - IMDb",540,213,100,8.1,299644, 21 March 1940 (Hungary)    See more »,102.0,1939,63428473.91227441,263017556.51219192,33169482.862382922,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1899,1,0,0,4,7.6,george cukor,george,Male,1930,10,"Óz, a csodák csodája",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0003506,James Mangold,tt0035423,Kate & Leopold (2001) - IMDb,317,124,44,6.4,65765, 25 December 2001 (USA)    See more »,118.0,2001,4254776.351462536,78198901.86486334,79700842.65912975,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1963,0,1,0,4,7.45,james mangold,james,Female,1995,7,Kate & Leopold,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0039107,Ray Ashley,tt0046004,A kis szökevény (1953) - IMDb,29,45,91,7.7,1730, 16 December 1953 (France)    See more »,80.0,1953,68715.56685138048,208069.82427243784,228038.38556874057,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1911,0,1,0,2,6.9,ray ashley,ray,Female,1953,1,A kis szökevény,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0257129,Morris Engel,tt0046004,A kis szökevény (1953) - IMDb,29,45,91,7.7,1730, 16 December 1953 (France)    See more »,80.0,1953,68715.56685138048,208069.82427243784,228038.38556874057,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1918,1,0,0,6,7.27,morris engel,morris,Male,1953,1,A kis szökevény,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000180,David Lean,tt0056172,Lawrence of Arabia (1962) - IMDb,560,179,100,8.4,197564, 26 July 1963 (Ireland)    See more »,216.0,1962,188193.11944418238,34289666.46416927,85724166.16042319,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1908,0,1,0,4,8.0,david lean,david,Male,1942,21,Lawrence of Arabia,35.0,Peter O'Toole,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
nm0736394,Michael Roemer,tt0058414,Nothing But a Man (1964) - IMDb,26,24,87,8.1,921, 19 September 1964 (USA)    See more »,95.0,1964,18591.432719248234,66716.74557472866,858231.1699595262,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1928,1,0,0,6,7.43,michael roemer,michael,Male,1962,3,Nothing But a Man,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001603,Sam Peckinpah,tt0059418,Major Dundee (1965) - IMDb,67,53,62,6.8,5431, 15 March 1965 (Denmark)    See more »,123.0,1965,18292.08073930399,77289.23773740575,19747132.61629408,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1925,0,1,0,4,7.7,sam peckinpah,sam,Male,1956,10,Major Dundee,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001566,Mike Nichols,tt0061722,The Graduate (1967) - IMDb,679,163,77,8.0,213391, 22 December 1967 (USA)    See more »,106.0,1967,4258.012974191173,509191540.41690636,14632346.990347674,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1931,1,0,0,8,7.6,mike nichols,mike,Male,1966,2,The Graduate,40.0,Katharine Ross,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
nm0943758,William Wyler,tt0062994,Funny Girl (1968) - IMDb,80,50,89,7.5,13447, 19 September 1968 (USA)    See more »,151.0,1968,309790.3083017482,1055186.6166203506,66626652.63963773,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1902,1,0,0,8,8.05,william wyler,william,Male,1925,44,Funny Girl,41.0,Kay Medford,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
nm0000316,Mel Brooks,tt0063462,Katasztrofális siker (1967) - IMDb,244,88,97,7.7,40980, 10 November 1968 (USA)    See more »,88.0,1967,29708.541839402562,545620.7094740777,4589679.505972387,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1926,0,0,0,8,7.05,mel brooks,mel,Male,1967,1,Katasztrofális siker,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000338,Francis Ford Coppola,tt0068646,The Godfather (1972) - IMDb,2300,211,100,9.2,1183535, 24 March 1972 (USA)    See more »,175.0,1972,931433.8878539752,561221207.3732426,24976105.109644577,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1939,0,1,0,4,8.65,francis ford coppola,francis,Female,1962,11,The Godfather,45.0,Robert Duvall,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
nm0122344,Charles Burnett,tt0076263,Killer of Sheep (1978) - IMDb,36,85,94,7.4,4506, 20 June 2008 (UK)    See more »,83.0,1978,109202.61330015321,1169825.4229358698,344183.7282531304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1,0,0,4,7.1,charles burnett,charles,Male,1969,10,Killer of Sheep,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000184,George Lucas,tt0076759,Csillagok háborúja (1977) - IMDb,1485,287,92,8.7,938781, 16 August 1979 (Hungary)    See more »,121.0,1977,127564317.80258936,1637549747.56934,39079308.87331693,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,0,0,1,4,7.88,george lucas,george,Male,1965,13,Csillagok háborúja,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0459170,Randal Kleiser,tt0077631,Grease (1978) - IMDb,354,125,70,7.2,173852, 12 October 1978 (Netherlands)    See more »,110.0,1978,43730136.24522203,624211609.5598773,20651023.695187826,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,1,0,0,8,6.12,randal kleiser,randal,Male,1969,10,Grease,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000338,Francis Ford Coppola,tt0078788,Apocalypse Now (1979) - IMDb,991,260,90,8.5,460537, 15 August 1979 (USA)    See more »,153.0,1979,323416.66509133525,262756033.58212242,105035724.08422408,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1939,0,1,0,4,8.65,francis ford coppola,francis,Female,1962,18,Apocalypse Now,52.0,Robert Duvall,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nm0000217,Martin Scorsese,tt0081398,Taurul furios (1980) - IMDb,497,150,92,8.3,240449, 19 December 1980 (USA)    See more »,129.0,1980,43830.7053934654,146177.72840907352,58148046.659962945,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1942,0,1,0,8,7.9,martin scorsese,martin,Male,1959,22,Taurul furios,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0587518,John Milius,tt0082198,Conan the Barbarian (1982) - IMDb,340,164,43,6.9,114605, 29 April 1982 (Netherlands)    See more »,129.0,1982,28741837.401913464,113905977.96775588,60640798.504106686,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,0,0,1,4,7.95,john milius,john,Male,1970,13,Conan the Barbarian,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000229,Steven Spielberg,tt0082971,Raiders of the Lost Ark (1981) - IMDb,776,234,85,8.5,676544, 12 June 1981 (USA)    See more »,115.0,1981,5238228.394810784,758552447.8662103,56334088.99434504,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,0,0,1,4,8.48,steven spielberg,steven,Male,1959,23,Raiders of the Lost Ark,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001379,John Huston,tt0083564,Annie (1982) - IMDb,114,38,39,6.5,31050, 18 June 1982 (USA)    See more »,126.0,1982,1548256.6110874503,173129479.7292246,151601996.26026672,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1906,0,1,0,8,7.95,john huston,john,Male,1941,42,Annie,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000631,Ridley Scott,tt0083658,Blade Runner (1982) - IMDb,1176,305,89,8.2,471851, 15 September 1982 (France)    See more »,117.0,1982,18647051.604092658,81865077.98054403,84897117.90574937,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1937,0,1,0,8,8.02,ridley scott,ridley,Male,1962,21,Blade Runner,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000229,Steven Spielberg,tt0083866,E.T. the Extra-Terrestrial (1982) - IMDb,517,216,91,7.9,288578, 11 June 1982 (USA)    See more »,115.0,1982,36115931.32628857,1318784125.1344607,31836419.21465601,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,0,0,1,4,8.48,steven spielberg,steven,Male,1959,24,E.T. the Extra-Terrestrial,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001361,Tobe Hooper,tt0084516,Poltergeist - Kopogó szellem (1982) - IMDb,327,222,79,7.4,109434, 4 June 1982 (USA)    See more »,114.0,1982,20910802.932650212,232254258.27072862,32442827.199697077,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1943,1,0,0,4,6.22,tobe hooper,tobe,Male,1964,19,Poltergeist - Kopogó szellem,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0583292,Nicholas Meyer,tt0084726,Star Trek: The Wrath of Khan (1982) - IMDb,363,151,71,7.7,93246, 29 July 1982 (Netherlands)    See more »,113.0,1982,43501346.887744404,239227950.09870088,33958847.162299745,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1945,0,0,1,4,7.35,nicholas meyer,nicholas,Male,1979,4,Star Trek: The Wrath of Khan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0549658,Richard Marquand,tt0086190,Le retour du Jedi (1983) - IMDb,651,197,53,8.4,700784, 19 October 1983 (France)    See more »,131.0,1983,47861496.33265917,908041641.1387603,95467252.05306469,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1937,1,0,0,8,7.2,richard marquand,richard,Male,1957,27,Le retour du Jedi,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000361,Brian De Palma,tt0086250,A sebhelyesarcú (1983) - IMDb,859,146,65,8.3,553800, 9 December 1983 (USA)    See more »,170.0,1983,713275.4957162222,131304189.74683051,73436347.73312669,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1940,1,0,0,4,7.3,brian de palma,brian,Male,1960,24,A sebhelyesarcú,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001232,Milos Forman,tt0086879,Amadeus (1984) - IMDb,560,134,93,8.3,277426, 19 September 1984 (USA)    See more »,160.0,1984,246914.6008415812,146844237.28073382,51224733.93513971,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1932,1,0,0,4,7.98,milos forman,milos,Male,1960,25,Amadeus,57.0,Tom Hulce,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
nm0001053,Ethan Coen,tt0086979,Blood Simple - Eine mörderische Nacht (1984) - IMDb,261,182,81,7.7,68745, 26 September 1985 (West Germany)    See more »,99.0,1984,122287.66899593825,6118509.886697243,4268727.827928309,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1957,0,0,1,6,7.5,ethan coen,ethan,Male,1984,1,Blood Simple - Eine mörderische Nacht,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001054,Joel Coen,tt0086979,Blood Simple - Eine mörderische Nacht (1984) - IMDb,261,182,81,7.7,68745, 26 September 1985 (West Germany)    See more »,99.0,1984,122287.66899593825,6118509.886697243,4268727.827928309,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1954,0,0,1,6,7.5,joel coen,joel,Male,1984,1,Blood Simple - Eine mörderische Nacht,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0718645,Ivan Reitman,tt0087332,Ghostbusters (1984) - IMDb,465,214,67,7.8,278973, 13 December 1984 (Netherlands)    See more »,105.0,1984,38738887.17083673,652383951.0011755,85374556.55856618,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,0,0,1,8,6.5,ivan reitman,ivan,Male,1968,17,Ghostbusters,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000127,Wes Craven,tt0087800,Rémálom az Elm utcában (1984) - IMDb,681,259,78,7.5,154600, 11 January 1990 (Hungary)    See more »,91.0,1984,3617035.379531254,75428420.71949323,5122473.393513971,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1939,0,0,1,4,6.85,wes craven,wes,Male,1954,31,Rémálom az Elm utcában,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001129,Jonathan Demme,tt0088178,Stop Making Sense (1984) - IMDb,65,57,89,8.5,8462, 4 April 1985 (Netherlands)    See more »,88.0,1984,59907.32633714589,422441.84330744133,3414982.262342647,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1,0,0,4,7.68,jonathan demme,jonathan,Male,1974,11,Stop Making Sense,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0001661,Rob Reiner,tt0088258,Die Jungs von Spinal Tap (1984) - IMDb,328,121,85,8.0,106828, 2 March 1984 (USA)    See more »,82.0,1984,158950.34940073852,13295183.331385426,7114546.379880515,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1947,0,0,0,4,8.02,rob reiner,rob,Male,1981,4,Die Jungs von Spinal Tap,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000682,Paul Verhoeven,tt0100802,Total Recall - Az emlékmás (1990) - IMDb,396,198,57,7.5,245027, 23 August 1990 (Hungary)    See more »,113.0,1990,13619.231442702894,280979994.53147835,152945757.39040914,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1938,1,0,0,4,7.08,paul verhoeven,paul,Male,1960,31,Total Recall - Az emlékmás,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0000165,Ron Howard,tt0112384,Apollo-13 (1995) - IMDb,298,157,77,7.6,214148, 2 November 1995 (Hungary)    See more »,140.0,1995,402933.2862761981,345551891.24083334,104425880.96569714,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1954,0,0,1,4,8.12,ron howard,ron,Male,1969,27,Apollo-13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nm0006916,Michael Ritchie,tt0113026,The Fantasticks (1995) - IMDb,70,22,48,5.8,988, 1995 (USA)    See more »,86.0,1995,48550.00188897488,89880.56066118667,20081900.18571099,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1938,1,0,0,4,6.25,michael ritchie,michael,Male,1952,44,The Fantasticks,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
