director_ids,director_names,movie_id,title,review_count_user,review_count_critic,metascore,rating_value,rating_count,release_date,runtime,movie_year,Opening_Weekend_inflation,Budget_value_inflation,gross_value_inflation,color_Black_and_White,color_Color,language_Arabic,language_Dutch,language_English,language_French,language_German,language_Greek,language_Hindi,language_Italian,language_Japanese,language_Mandarin,language_Other,language_Portuguese,language_Russian,language_Spanish,language_Swedish,language_Turkish,genre_Action,genre_Adult,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film_Noir,genre_Game_Show,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_None,genre_Reality_TV,genre_Romance,genre_Sci_Fi,genre_Short,genre_Sport,genre_Talk_Show,genre_Thriller,genre_War,genre_Western,title_category_TV,title_category_movie,title_category_video,title_subcategory_TV_episode,title_subcategory_TV_miniseries,title_subcategory_TV_movie,title_subcategory_TV_series,title_subcategory_TV_short,title_subcategory_movie,title_subcategory_video,birthYear,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,Gender,Film,Ceremony,Name,Award_Actor,Award_Actor in a Leading Role,Award_Actor in a Supporting Role,Award_Actress,Award_Actress in a Leading Role,Award_Actress in a Supporting Role,Award_Assistant Director,Award_Directing,Award_Directing (Comedy Picture),Award_Directing (Dramatic Picture),Winner_Actor,Winner_Actor in a Leading Role,Winner_Actor in a Supporting Role,Winner_Actress,Winner_Actress in a Leading Role,Winner_Actress in a Supporting Role,Winner_Assistant Director,Winner_Directing,Winner_Directing (Comedy Picture),Winner_Directing (Dramatic Picture)
nm0000122,Charles Chaplin,tt0027977,Les temps modernes (1936) - IMDb,213,119,96,8.6,147990, 24 September 1936 (France)    See more »,87,1936,129901.6115,16933381.19,1842859.875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1889,0,0,0,4,8.3,Male,Les temps modernes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0281808,Victor Fleming,tt0032138,"Óz, a csodák csodája (1939) - IMDb",540,213,100,8.1,299644, 21 March 1940 (Hungary)    See more »,102,1939,55315181.9,28926692.77,229374334.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1889,1,0,0,4,7.55,Male,"Óz, a csodák csodája",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0002030,George Cukor,tt0032138,"Óz, a csodák csodája (1939) - IMDb",540,213,100,8.1,299644, 21 March 1940 (Hungary)    See more »,102,1939,55315181.9,28926692.77,229374334.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1899,1,0,0,4,7.6,Male,"Óz, a csodák csodája",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0003506,James Mangold,tt0035423,Kate & Leopold (2001) - IMDb,317,124,44,6.4,65765, 25 December 2001 (USA)    See more »,118,2001,4235336.11,79336686.35,77841607.98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1963,0,1,0,4,7.45,Male,Kate & Leopold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0039107,Ray Ashley,tt0046004,A kis szökevény (1953) - IMDb,29,45,91,7.7,1730, 16 December 1953 (France)    See more »,80,1953,61743.04392,204899.482,186957.1174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1911,0,1,0,2,6.9,Female,A kis szökevény,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0257129,Morris Engel,tt0046004,A kis szökevény (1953) - IMDb,29,45,91,7.7,1730, 16 December 1953 (France)    See more »,80,1953,61743.04392,204899.482,186957.1174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1918,1,0,0,6,7.27,Male,A kis szökevény,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000180,David Lean,tt0056172,Lawrence of Arabia (1962) - IMDb,560,179,100,8.4,197564, 26 July 1963 (Ireland)    See more »,216,1962,172375.8077,78519195.74,31407678.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1908,0,1,0,4,8,Male,Lawrence of Arabia,35,Peter O'Toole,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0736394,Michael Roemer,tt0058414,Nothing But a Man (1964) - IMDb,26,24,87,8.1,921, 19 September 1964 (USA)    See more »,95,1964,17101.67672,789459.9754,61370.64484,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1928,1,0,0,6,7.43,Male,Nothing But a Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001603,Sam Peckinpah,tt0059418,Major Dundee (1965) - IMDb,67,53,62,6.8,5431, 15 March 1965 (Denmark)    See more »,123,1965,16862.2519,18203567.39,71247.8047,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1925,0,1,0,4,7.7,Female,Major Dundee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001566,Mike Nichols,tt0061722,The Graduate (1967) - IMDb,679,163,77,8,213391, 22 December 1967 (USA)    See more »,106,1967,3941.964453,13546269.6,471397096.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1931,1,0,0,8,7.6,Male,The Graduate,40,Katharine Ross,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0943758,William Wyler,tt0062994,Funny Girl (1968) - IMDb,80,50,89,7.5,13447, 19 September 1968 (USA)    See more »,151,1968,287408.8786,61813074.86,978952.5174,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1902,1,0,0,8,8.05,Male,Funny Girl,41,Kay Medford,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0000316,Mel Brooks,tt0063462,Katasztrofális siker (1967) - IMDb,244,88,97,7.7,40980, 10 November 1968 (USA)    See more »,88,1967,27503.44271,4249013.231,505122.3316,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1926,0,0,0,8,7.05,Male,Katasztrofális siker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000338,Francis Ford Coppola,tt0068646,The Godfather (1972) - IMDb,2300,211,100,9.2,1183535, 24 March 1972 (USA)    See more »,175,1972,871547.192,23370262.3,525137397,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1939,0,1,0,4,8.65,Female,The Godfather,45,Robert Duvall,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0122344,Charles Burnett,tt0076263,Killer of Sheep (1978) - IMDb,36,85,94,7.4,4506, 20 June 2008 (UK)    See more »,83,1978,103497.9351,326203.7792,1108714.453,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1,0,0,4,7.1,Male,Killer of Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000184,George Lucas,tt0076759,Csillagok háborúja (1977) - IMDb,1485,287,92,8.7,938781, 16 August 1979 (Hungary)    See more »,121,1977,120642751.7,36958888.18,1548697246,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,0,0,1,4,7.88,Male,Csillagok háborúja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0459170,Randal Kleiser,tt0077631,Grease (1978) - IMDb,354,125,70,7.2,173852, 12 October 1978 (Netherlands)    See more »,110,1978,41445700.47,19572226.75,591603174,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,1,0,0,8,6.12,Male,Grease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000338,Francis Ford Coppola,tt0078788,Apocalypse Now (1979) - IMDb,991,260,90,8.5,460537, 15 August 1979 (USA)    See more »,153,1979,307176.2811,99761349.95,249561726.2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1939,0,1,0,4,8.65,Female,Apocalypse Now,52,Robert Duvall,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000217,Martin Scorsese,tt0081398,Taurul furios (1980) - IMDb,497,150,92,8.3,240449, 19 December 1980 (USA)    See more »,129,1980,41718.66223,55346102.61,139133.9524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1942,0,1,0,8,7.9,Male,Taurul furios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0587518,John Milius,tt0082198,Conan the Barbarian (1982) - IMDb,340,164,43,6.9,114605, 29 April 1982 (Netherlands)    See more »,129,1982,27473861.33,57965566.56,108880897.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,0,0,1,4,7.95,Male,Conan the Barbarian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000229,Steven Spielberg,tt0082971,Raiders of the Lost Ark (1981) - IMDb,776,234,85,8.5,676544, 12 June 1981 (USA)    See more »,115,1981,4996466.433,53734080.2,723542686.1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,0,0,1,4,8.48,Male,Raiders of the Lost Ark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001379,John Huston,tt0083564,Annie (1982) - IMDb,114,38,39,6.5,31050, 18 June 1982 (USA)    See more »,126,1982,1479953.659,144913916.4,165491692.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1906,0,1,0,8,7.95,Male,Annie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000631,Ridley Scott,tt0083658,Blade Runner (1982) - IMDb,1176,305,89,8.2,471851, 15 September 1982 (France)    See more »,117,1982,17824417.51,81151793.18,78253514.86,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1937,0,1,0,8,8.02,Male,Blade Runner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000229,Steven Spielberg,tt0083866,E.T. the Extra-Terrestrial (1982) - IMDb,517,216,91,7.9,288578, 11 June 1982 (USA)    See more »,115,1982,34522639.42,30431922.44,1260604591,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,0,0,1,4,8.48,Male,E.T. the Extra-Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001361,Tobe Hooper,tt0084516,Poltergeist - Kopogó szellem (1982) - IMDb,327,222,79,7.4,109434, 4 June 1982 (USA)    See more »,114,1982,19988301.1,31011578.11,222008119.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1943,1,0,0,4,6.22,Female,Poltergeist - Kopogó szellem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0583292,Nicholas Meyer,tt0084726,Star Trek: The Wrath of Khan (1982) - IMDb,363,151,71,7.7,93246, 29 July 1982 (Netherlands)    See more »,113,1982,41582239.69,32460717.27,228674160.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1945,0,0,1,4,7.35,Male,Star Trek: The Wrath of Khan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0549658,Richard Marquand,tt0086190,Le retour du Jedi (1983) - IMDb,651,197,53,8.4,700784, 19 October 1983 (France)    See more »,131,1983,45847755.13,91450529.77,869836382.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1937,1,0,0,8,7.2,Male,Le retour du Jedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000361,Brian De Palma,tt0086250,A sebhelyesarcú (1983) - IMDb,859,146,65,8.3,553800, 9 December 1983 (USA)    See more »,170,1983,683264.895,70346561.36,125779651.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1940,1,0,0,4,7.3,Male,A sebhelyesarcú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001232,Milos Forman,tt0086879,Amadeus (1984) - IMDb,560,134,93,8.3,277426, 19 September 1984 (USA)    See more »,160,1984,237031.0311,49174295.32,140966313.2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1932,1,0,0,4,7.98,Male,Amadeus,57,Tom Hulce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nm0001053,Ethan Coen,tt0086979,Blood Simple - Eine mörderische Nacht (1984) - IMDb,261,182,81,7.7,68745, 26 September 1985 (West Germany)    See more »,99,1984,117392.7025,4097857.943,5873596.385,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1957,0,0,1,6,7.5,Male,Blood Simple - Eine mörderische Nacht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001054,Joel Coen,tt0086979,Blood Simple - Eine mörderische Nacht (1984) - IMDb,261,182,81,7.7,68745, 26 September 1985 (West Germany)    See more »,99,1984,117392.7025,4097857.943,5873596.385,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1954,0,0,1,6,7.5,Male,Blood Simple - Eine mörderische Nacht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0718645,Ivan Reitman,tt0087332,Ghostbusters (1984) - IMDb,465,214,67,7.8,278973, 13 December 1984 (Netherlands)    See more »,105,1984,37188235.68,81957158.87,626270135.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,0,0,1,8,6.5,Male,Ghostbusters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000127,Wes Craven,tt0087800,Rémálom az Elm utcában (1984) - IMDb,681,259,78,7.5,154600, 11 January 1990 (Hungary)    See more »,91,1984,3472251.631,4917429.532,72409149.86,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1939,0,0,1,4,6.85,Male,Rémálom az Elm utcában,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001129,Jonathan Demme,tt0088178,Stop Making Sense (1984) - IMDb,65,57,89,8.5,8462, 4 April 1985 (Netherlands)    See more »,88,1984,57509.33838,3278286.355,405532.2178,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1,0,0,4,7.68,Male,Stop Making Sense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001661,Rob Reiner,tt0088258,Die Jungs von Spinal Tap (1984) - IMDb,328,121,85,8,106828, 2 March 1984 (USA)    See more »,82,1984,152587.8384,6829763.239,12762999.85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1947,0,0,0,4,8.02,Male,Die Jungs von Spinal Tap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000682,Paul Verhoeven,tt0100802,Total Recall - Az emlékmás (1990) - IMDb,396,198,57,7.5,245027, 23 August 1990 (Hungary)    See more »,113,1990,13242.52539,148715298.9,273208126.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1938,1,0,0,4,7.08,Male,Total Recall - Az emlékmás,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000165,Ron Howard,tt0112384,Apollo-13 (1995) - IMDb,298,157,77,7.6,214148, 2 November 1995 (Hungary)    See more »,140,1995,395990.2655,102626498.6,339597620.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1954,0,0,1,4,8.12,Male,Apollo-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0006916,Michael Ritchie,tt0113026,The Fantasticks (1995) - IMDb,70,22,48,5.8,988, 1995 (USA)    See more »,86,1995,47713.42749,19735865.11,88331.81148,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1938,1,0,0,4,6.25,Male,The Fantasticks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001754,Todd Solondz,tt0114906,Welcome to the Dollhouse (1995) - IMDb,175,75,83,7.5,26974, 31 October 1996 (Netherlands)    See more »,88,1995,7525285.367,1578869.209,9415981.245,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1959,1,0,0,4,6.93,Male,Welcome to the Dollhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0378893,Stephen Herek,tt0115433,101 Dalmatians (1996) - IMDb,71,50,49,5.6,76125, 27 November 1996 (USA)    See more »,103,1996,86365446.76,143707755.7,260939102.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1958,0,1,0,8,6.65,Male,101 Dalmatians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000228,Kevin Spacey,tt0115495,Albino Alligator (1996) - IMDb,69,35,48,6.1,6689, 17 January 1997 (USA)    See more »,97,1996,360323.246,9580517.044,625239.8711,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1959,0,0,0,4,8.48,Male,Albino Alligator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0773603,Julian Schnabel,tt0115632,A graffiti királya (1996) - IMDb,80,43,65,6.9,16191, 9 August 1996 (USA)    See more »,108,1996,160690.1802,6323141.249,5675481.052,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1951,1,0,0,3,7.4,Male,A graffiti királya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0431918,Mike Judge,tt0115641,Beavis és Butt-head lenyomja Amerikát (1996) - IMDb,153,63,64,6.8,43661, 10 July 1997 (Hungary)    See more »,81,1996,38540950.42,22993240.91,120850812.9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1962,0,0,0,4,7.32,Male,Beavis és Butt-head lenyomja Amerikát,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001804,Stanley Tucci,tt0115678,Olasz módra (1996) - IMDb,85,53,80,7.3,13216, 20 September 1996 (USA)    See more »,109,1996,356284.1001,7856023.976,22765299.33,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1960,0,0,1,4,7.32,Male,Olasz módra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001714,Campbell Scott,tt0115678,Olasz módra (1996) - IMDb,85,53,80,7.3,13216, 20 September 1996 (USA)    See more »,109,1996,356284.1001,7856023.976,22765299.33,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1961,0,0,1,4,6.92,Female,Olasz módra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0905154,Lana Wachowski,tt0115736,Fülledtség (1996) - IMDb,209,118,61,7.4,41870, 4 October 1996 (USA)    See more »,108,1996,1726221.393,8622465.34,7278380.114,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1965,0,0,1,8,7.7,Female,Fülledtség,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0905152,Lilly Wachowski,tt0115736,Fülledtség (1996) - IMDb,209,118,61,7.4,41870, 4 October 1996 (USA)    See more »,108,1996,1726221.393,8622465.34,7278380.114,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1967,0,0,1,8,7.7,Female,Fülledtség,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0002137,Arthur Hiller,tt0115836,Idegroncs-derbi (1996) - IMDb,31,13,15,4.9,3547, 23 August 1996 (USA)    See more »,89,1996,3120339.911,32573757.95,6339922.483,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1923,1,0,0,8,7.08,Male,Idegroncs-derbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
