director_ids,director_names,movie_id,title,review_count_user,review_count_critic,metascore,rating_value,rating_count,release_date,runtime,movie_year,Opening_Weekend_inflation,Budget_value_inflation,gross_value_inflation,color_Black_and_White,color_Color,language_Arabic,language_Dutch,language_English,language_French,language_German,language_Greek,language_Hindi,language_Italian,language_Japanese,language_Mandarin,language_Other,language_Portuguese,language_Russian,language_Spanish,language_Swedish,language_Turkish,genre_Action,genre_Adult,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film_Noir,genre_Game_Show,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_None,genre_Reality_TV,genre_Romance,genre_Sci_Fi,genre_Short,genre_Sport,genre_Talk_Show,genre_Thriller,genre_War,genre_Western,title_category_TV,title_category_movie,title_category_video,title_subcategory_TV_episode,title_subcategory_TV_miniseries,title_subcategory_TV_movie,title_subcategory_TV_series,title_subcategory_TV_short,title_subcategory_movie,title_subcategory_video,birthYear,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,Gender,Film,Ceremony,Name,Award_Actor,Award_Actor in a Leading Role,Award_Actor in a Supporting Role,Award_Actress,Award_Actress in a Leading Role,Award_Actress in a Supporting Role,Award_Assistant Director,Award_Directing,Award_Directing (Comedy Picture),Award_Directing (Dramatic Picture),Winner_Actor,Winner_Actor in a Leading Role,Winner_Actor in a Supporting Role,Winner_Actress,Winner_Actress in a Leading Role,Winner_Actress in a Supporting Role,Winner_Assistant Director,Winner_Directing,Winner_Directing (Comedy Picture),Winner_Directing (Dramatic Picture)
nm0000431,Taylor Hackford,tt0118971,Az ördög ügyvédje (1997) - IMDb,432,115,60,7.5,265066, 19 February 1998 (Hungary)    See more »,144,1997,22640782.06,106036790.6,113448256.2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1944,0,1,0,4,7.52,Male,Az ördög ügyvédje,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001587,Alan J. Pakula,tt0118972,Vertrauter Feind (1997) - IMDb,115,65,53,6.1,46445, 27 March 1997 (Germany)    See more »,111,1997,33602993.83,159985333.2,79764157.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1928,0,1,0,8,7.72,Male,Vertrauter Feind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0858525,Betty Thomas,tt0118998,Doctor Dolittle (1998) - IMDb,99,73,46,5.3,75693, 15 October 1998 (Netherlands)    See more »,85,1998,52403096.54,129136953.3,260362609.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1947,0,1,0,4,5.82,Female,Doctor Dolittle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001565,Mike Newell,tt0119008,Fedőneve: Donnie Brasco (1997) - IMDb,235,115,76,7.8,229488, 16 October 1997 (Hungary)    See more »,127,1997,21691436.53,65110310.01,78048653.18,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1942,1,0,0,4,7.4,Male,Fedőneve: Donnie Brasco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0501435,Kasi Lemmons,tt0119080,Eve öröksége (1997) - IMDb,209,31,78,7.3,7021, 7 November 1997 (USA)    See more »,109,1997,6116362.066,11161767.43,27572413.66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1961,0,1,0,6,7.5,Female,Eve öröksége,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0027271,Paul W.S. Anderson,tt0119081,Event Horizon - Am Rande des Universums (1997) - IMDb,863,173,35,6.7,123363, 15 January 1998 (Germany)    See more »,96,1997,17694963.84,111617674.3,49514697.89,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1965,0,0,1,4,6.12,Male,Event Horizon - Am Rande des Universums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000247,John Woo,tt0119094,Face/Off (1997) - IMDb,539,153,82,7.3,288468, 27 June 1997 (USA)    See more »,138,1997,43507695.1,148823565.7,208773003.8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1946,1,0,0,4,7.55,Male,Face/Off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0146341,Peter Cattaneo,tt0119164,Alul semmi (1997) - IMDb,176,122,75,7.2,83563, 1 January 1998 (Hungary)    See more »,91,1997,454609.486,6511031.001,85308370.89,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1964,1,0,0,3,6.7,Male,Alul semmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000631,Ridley Scott,tt0119173,À armes égales (1997) - IMDb,142,97,62,5.8,61419, 4 March 1998 (France)    See more »,125,1997,20638556.31,93014728.59,89581986.54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1937,0,1,0,8,8.02,Male,À armes égales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000399,David Fincher,tt0119174,The Game (1997) - IMDb,508,160,61,7.8,267597, 5 November 1997 (France)    See more »,129,1997,26671097.22,93014728.59,89788198.33,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1962,1,0,0,4,8.02,Male,The Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0629272,Andrew Niccol,tt0119177,Gattaca (1997) - IMDb,647,173,64,7.8,225971, 24 October 1997 (USA)    See more »,106,1997,8036848.329,66970604.58,22955352.29,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1964,0,1,0,6,7.53,Male,Gattaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000265,Robert Altman,tt0119196,The Gingerbread Man (1998) - IMDb,99,64,65,5.7,9301, 25 June 1998 (Netherlands)    See more »,114,1998,213623.2246,45152780.87,2771602.311,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1925,1,0,0,8,7.6,Male,The Gingerbread Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001814,Gus Van Sant,tt0119217,Good Will Hunting (1997) - IMDb,694,158,70,8.3,626814, 25 February 1999 (Hungary)    See more »,126,1997,507696.7122,18602945.72,257352055.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1952,1,0,0,4,7.1,Female,Good Will Hunting,70,Robin Williams,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nm0190859,Alfonso Cuarón,tt0119223,Great Expectations (1998) - IMDb,194,76,55,6.8,43624, 30 January 1998 (USA)    See more »,111,1998,17326548.85,45152780.87,47560406.61,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1961,0,0,1,6,7.8,Male,Great Expectations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000786,George Armitage,tt0119229,Grosse Pointe Blank (1997) - IMDb,297,111,76,7.4,74407, 11 April 1997 (USA)    See more »,107,1997,12780962.24,27904418.58,52115289.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1942,0,0,1,4,5.7,Male,Grosse Pointe Blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0005101,Harmony Korine,tt0119237,Tétova lelkek (1997) - IMDb,401,49,19,6.7,25033, 17 December 1998 (Hungary)    See more »,89,1997,36871.03841,2418382.943,36871.03841,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1973,1,0,0,4,6,Female,Tétova lelkek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000759,Paul Thomas Anderson,tt0119256,Double mise (1996) - IMDb,141,61,78,7.3,29218, 28 February 1997 (USA)    See more »,102,1996,133142.3615,5748310.227,272768.8169,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1970,1,0,0,8,7.5,Male,Double mise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001845,Forest Whitaker,tt0119313,Hope Floats (1998) - IMDb,163,66,42,5.9,19443, 29 May 1998 (USA)    See more »,114,1998,25665678.68,54183337.04,108427684.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1961,0,0,1,3,5.77,Male,Hope Floats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000602,Robert Redford,tt0119314,A suttogó (1998) - IMDb,265,96,65,6.6,32889, 8 October 1998 (Hungary)    See more »,170,1998,24717513.63,108366674.1,136127981.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1936,0,0,1,4,7.85,Male,A suttogó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0914134,Mark Waters,tt0119324,The House of Yes (1997) - IMDb,91,40,54,6.7,6789, 26 January 1998 (Netherlands)    See more »,85,1997,117693.3964,2790441.858,1148551.449,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1964,1,0,0,4,6.43,Male,The House of Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000487,Ang Lee,tt0119349,Ice Storm (1997) - IMDb,287,124,72,7.5,46933, 11 March 1998 (France)    See more »,112,1997,139862.5268,33485302.29,14580304.26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1954,1,0,0,4,7.8,Male,Ice Storm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000568,Frank Oz,tt0119360,In & Out (1997) - IMDb,138,83,70,6.3,32783, 19 September 1997 (USA)    See more »,90,1997,27941291.47,65110310.01,118736219.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,0,0,0,8,7.43,Female,In & Out,70,Joan Cusack,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001438,Neil LaBute,tt0119361,In the Company of Men (1997) - IMDb,197,78,81,7.3,11662, 7 January 1999 (Netherlands)    See more »,97,1997,186040.6189,46507.36429,5314158.4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1963,0,0,1,3,5.77,Male,In the Company of Men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001994,Michael Caton-Jones,tt0119395,Schakalen (1997) - IMDb,228,82,36,6.3,89335, 17 April 1998 (Sweden)    See more »,124,1997,28210613.76,111617674.3,102149816.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1957,1,0,0,8,6.08,Male,Schakalen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000233,Quentin Tarantino,tt0119396,Jackie Brown (1997) - IMDb,463,142,64,7.5,244441, 20 May 1998 (Netherlands)    See more »,154,1997,17286318.51,22323534.86,73756205.76,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1963,0,0,0,4,8.12,Male,Jackie Brown,70,Robert Forster,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0899854,Tony Vitale,tt0119465,"Kiss Me, Guido (1997) - IMDb",24,23,46,6.1,1819, 18 July 1997 (USA)    See more »,86,1997,213342.3021,1376617.983,3401146.801,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1964,0,1,0,8,5.82,Female,"Kiss Me, Guido",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001219,Gary Fleder,tt0119468,A gyűjtő (1997) - IMDb,145,83,46,6.6,51743, 8 January 1998 (Hungary)    See more »,115,1997,24584103.43,50227953.44,112532120.7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1965,0,1,0,8,6.68,Male,A gyűjtő,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000217,Martin Scorsese,tt0119485,Kundun (1997) - IMDb,117,86,74,7,21914, 16 January 1998 (USA)    See more »,134,1997,134117.9371,52088248.01,10291709.52,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1942,0,1,0,8,7.9,Male,Kundun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000436,Curtis Hanson,tt0119488,L.A. Confidential (1997) - IMDb,628,178,90,8.3,423155, 20 November 1997 (Netherlands)    See more »,138,1997,9694363.352,65110310.01,120184288,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1945,1,0,0,4,7.2,Male,L.A. Confidential,70,Kim Basinger,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0001438,Neil LaBute,tt0119517,Your Friends & Neighbors (1998) - IMDb,121,56,70,6.4,7075, 21 August 1998 (USA)    See more »,100,1998,614597.9798,9030556.173,8508136.693,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1963,0,0,1,3,5.77,Male,Your Friends & Neighbors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001723,Tom Shadyac,tt0119528,Hanta boy (1997) - IMDb,244,72,68,6.8,226065, 8 May 1997 (Hungary)    See more »,86,1997,58456082.83,83713255.73,337448840.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1958,0,1,0,8,6.55,Male,Hanta boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000965,Danny Boyle,tt0119535,A Life Less Ordinary (1997) - IMDb,178,67,35,6.4,30424, 30 October 1997 (Netherlands)    See more »,103,1997,3734130.228,22323534.86,7936468.694,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1956,1,0,0,8,7.65,Male,A Life Less Ordinary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000229,Steven Spielberg,tt0119567,The Lost World: Jurassic Park (1997) - IMDb,557,176,59,6.5,285179, 23 May 1997 (USA)    See more »,129,1997,167727655.9,135801503.7,426146093.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1946,0,0,1,4,8.48,Male,The Lost World: Jurassic Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000976,Martin Brest,tt0119643,Întâlnire cu Joe Black (1998) - IMDb,705,97,43,7.1,171871, 13 November 1998 (USA)    See more »,178,1998,27124169.49,162550011.1,80564002.78,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1951,1,0,0,4,7.5,Male,Întâlnire cu Joe Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001756,Barry Sonnenfeld,tt0119654,Men in Black - Sötét zsaruk (1997) - IMDb,292,173,71,7.3,413917, 4 September 1997 (Hungary)    See more »,98,1997,156513837.5,167426511.5,465348250.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1953,0,1,0,4,6.45,Male,Men in Black - Sötét zsaruk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000142,Clint Eastwood,tt0119668,Midnight in the Garden of Good and Evil (1997) - IMDb,219,92,57,6.6,32254, 10 April 1998 (UK)    See more »,155,1997,9736145.568,65110310.01,46654210.37,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1930,0,0,1,4,8.02,Male,Midnight in the Garden of Good and Evil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0868219,Guillermo del Toro,tt0119675,Mimic (1997) - IMDb,159,121,55,5.9,37462, 22 August 1997 (USA)    See more »,105,1997,14544169.9,46507364.29,47352285.9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1964,0,0,1,6,7.33,Male,Mimic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0502954,John R. Leonetti,tt0119707,Mortal Kombat 2. - A második menet (1997) - IMDb,259,59,11,3.7,37150, 18 June 1998 (Hungary)    See more »,95,1997,31200291.31,55808837.15,66835558.36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1956,0,0,1,8,6.32,Male,Mortal Kombat 2. - A második menet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0893659,Gore Verbinski,tt0119715,Egértanya (1997) - IMDb,87,66,54,6.4,42282, 2 April 1998 (Hungary)    See more »,98,1997,11278820.89,70691193.72,115029852.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1964,1,0,0,3,7.23,Male,Egértanya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0389591,P.J. Hogan,tt0119738,My Best Friend's Wedding (1997) - IMDb,172,84,50,6.3,100243, 2 October 1997 (Netherlands)    See more »,105,1997,40328167.06,85573550.3,235894861.5,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1962,0,1,0,8,6.88,Male,My Best Friend's Wedding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0294505,Bart Freundlich,tt0119746,Nem vagyunk már ugyanazok (1997) - IMDb,36,33,58,6.1,2192, 17 September 1997 (USA)    See more »,93,1997,78149.11466,3720589.143,853531.0539,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1970,1,0,0,4,6.48,Male,Nem vagyunk már ugyanazok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0026442,Brad Anderson,tt0119778,Csodaország - végállomás (1998) - IMDb,86,39,71,6.7,4224, 21 August 1998 (USA)    See more »,104,1998,222251.018,1806111.235,6116753.306,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1964,1,0,0,4,6.93,Male,Csodaország - végállomás,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001130,Ted Demme,tt0119802,Snitch (1998) - IMDb,37,22,71,6.7,1370, 25 September 1998 (USA)    See more »,93,1998,75054.75847,19867223.58,600329.7011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1963,1,0,0,4,7.28,Female,Snitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000985,James L. Brooks,tt0119822,Mai bine nu se poate (1997) - IMDb,476,155,67,7.7,227782, 25 December 1997 (USA)    See more »,139,1997,23452599.72,93014728.59,274649191.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1940,0,0,0,8,7.18,Male,Mai bine nu se poate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0000915,Bruce Beresford,tt0119859,Láger az édenkertben (1997) - IMDb,52,31,48,6.8,4247, 11 April 1997 (USA)    See more »,122,1997,116301.896,29764713.15,3574502.071,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1940,1,0,0,3,7.37,Male,Láger az édenkertben,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0001460,Mimi Leder,tt0119874,The Peacemaker (1997) - IMDb,157,92,43,5.9,46954, 6 November 1997 (Netherlands)    See more »,124,1997,22903833.29,93014728.59,76748828.15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1952,0,1,0,3,6.67,Female,The Peacemaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0139111,Glenn Gordon Caron,tt0119896,Mint-a-kép (1997) - IMDb,68,56,44,5.5,15955, 1 August 1997 (USA)    See more »,105,1997,14527088.68,18602945.72,57778224.98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1954,0,0,1,3,7.3,Female,Mint-a-kép,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
