director_ids,director_name,average_rating_value,average_rating_count,movies_produced,career_Length,CareerStartYear,Gender,birthYear,median_inter_event_time,average_inter_event_time,total_review_count_user,total_review_count_critic,total_metascore,median_metascore,total_awards_won,total_awards_nominated,total_gross_value,total_budget_value,average_runtime_of_movie,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,total_genre_Action,total_genre_Adult,total_genre_Adventure,total_genre_Animation,total_genre_Biography,total_genre_Comedy,total_genre_Crime,total_genre_Documentary,total_genre_Drama,total_genre_Family,total_genre_Fantasy,total_genre_Film_Noir,total_genre_Game_Show,total_genre_History,total_genre_Horror,total_genre_Music,total_genre_Musical,total_genre_Mystery,total_genre_News,total_genre_None,total_genre_Reality_TV,total_genre_Romance,total_genre_Sci_Fi,total_genre_Short,total_genre_Sport,total_genre_Talk_Show,total_genre_Thriller,total_genre_War,total_genre_Western,average_movie_per_year,num_genres_directed
nm0000040,Stanley Kubrick,7.3,231646.0,1,49,1951,Male,1928,0.0,0.0,1505,268,68,68.0,0.0,0.0,98427940.38447572,114990706.38802557,159.0,1,0,0,8,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.02,3
nm0000095,Woody Allen,6.91,64233.13,15,51,1966,Male,1935,1.0,1.36,3402,2991,866,54.0,2.0,3.0,242608742.2872194,412820755.0438489,100.73,0,1,0,4,7.88,0,0,0,0,0,12,3,0,7,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,0,1,0,0,0.29,7
nm0000104,Antonio Banderas,6.3,5964.0,1,1,1999,Male,1960,0.0,0.0,72,27,46,46.0,0.0,0.0,3457154.898536805,26536316.85877513,111.0,0,0,0,4,6.82,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3
nm0000106,Drew Barrymore,6.9,56419.0,1,6,2004,Male,1975,0.0,0.0,118,230,68,68.0,0.0,0.0,16795867.844298054,19328675.58744444,111.0,0,0,0,8,6.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17,2
nm0000108,Luc Besson,6.3,89739.0,1,33,1981,Male,1959,0.0,0.0,218,231,42,42.0,0.0,0.0,41907370.16492927,34054669.80087557,111.0,0,0,1,4,7.52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03,3
nm0000110,Kenneth Branagh,6.6,104537.5,2,27,1989,Male,1960,1.0,1.0,623,662,124,62.0,0.0,0.0,269901731.2863057,167201134.17488,105.0,0,0,1,3,7.63,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.07,6
nm0000114,Steve Buscemi,6.6,10758.0,1,9,1992,Male,1957,0.0,0.0,73,47,65,65.0,0.0,0.0,75077.39843690785,6170040.73445653,94.0,0,1,0,3,7.97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,2
nm0000116,James Cameron,7.3,409454.5,2,26,1978,Female,1954,6.0,6.0,2583,386,141,70.5,0.0,2.0,1268056511.0723703,397230162.0442066,143.0,0,0,1,4,8.12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,4
nm0000118,John Carpenter,5.5,43543.0,2,40,1962,Male,1948,3.0,3.0,868,274,77,38.5,0.0,0.0,50966948.422010675,83013206.56666261,103.0,0,0,0,4,7.32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.05,4
nm0000122,Charles Chaplin,8.6,147990.0,1,23,1914,Male,1889,0.0,0.0,213,119,96,96.0,0.0,0.0,2126728.8459435613,19541751.777483795,87.0,0,0,0,4,8.3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,4
nm0000123,George Clooney,6.68,102101.0,4,13,2002,Male,1961,3.0,3.0,1342,1332,255,61.5,0.0,1.0,222931545.51191896,180214653.99921715,106.5,0,0,1,4,7.28,0,0,0,0,1,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.31,7
nm0000126,Kevin Costner,6.75,56128.0,2,14,1990,Male,1955,6.0,6.0,877,233,96,48.0,0.0,0.0,124063486.10857943,185074090.70923656,158.0,0,0,0,8,6.75,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.14,6
nm0000127,Wes Craven,6.37,106185.14,7,52,1954,Male,1939,1.5,3.5,3929,1370,418,63.0,0.0,0.0,758722136.5134186,287533062.5766745,106.29,0,0,1,4,6.85,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0.13,6
nm0000128,Russell Crowe,7.1,55456.0,1,13,2002,Female,1964,0.0,0.0,190,185,50,50.0,0.0,0.0,4608509.831449432,24744237.89058,111.0,0,0,0,4,8.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08,2
nm0000134,Robert De Niro,6.7,87872.0,1,14,1993,Male,1943,0.0,0.0,482,195,61,61.0,0.0,0.0,84886135.94171983,127539559.15881903,167.0,0,0,0,8,7.83,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07,3
nm0000141,David Duchovny,7.0,7550.0,1,12,1993,Male,1960,0.0,0.0,86,45,33,33.0,0.0,0.0,560271.8851703554,9059022.992344348,96.0,0,0,1,4,7.48,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2
nm0000142,Clint Eastwood,7.22,169791.0,16,46,1971,Male,1930,1.0,1.27,7198,4142,1121,72.0,4.0,10.0,1576657772.9881718,1063522906.3742254,130.5,0,0,1,4,8.02,3,0,1,0,6,0,6,0,15,0,1,0,0,5,0,1,1,5,0,0,0,1,0,0,2,0,7,3,0,0.35,14
nm0000149,Jodie Foster,6.65,46580.0,2,34,1983,Male,1962,5.0,5.0,295,577,115,57.5,0.0,0.0,43488032.860332094,53267569.8459218,94.5,0,1,0,4,7.48,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06,3
nm0000154,Mel Gibson,7.83,149033.67,3,26,1991,Male,1956,6.0,6.0,4023,854,186,68.0,0.0,0.0,679013972.5949394,129096301.34799474,135.0,0,0,1,8,7.2,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.12,6
nm0000158,Tom Hanks,6.5,50876.0,2,23,1989,Male,1956,15.0,15.0,397,292,112,56.0,0.0,0.0,93228908.3550267,86867231.23004192,103.0,0,0,0,8,8.1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09,4
nm0000160,Ethan Hawke,5.1,1820.0,1,8,1994,Male,1970,0.0,0.0,49,23,34,34.0,0.0,0.0,99086.412201741,166043.4222065203,109.0,0,0,0,8,7.93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1
nm0000165,Ron Howard,6.94,157914.17,12,48,1969,Male,1954,2.0,1.91,4294,2467,717,57.5,0.0,1.0,1687450052.0856724,1275946319.9325984,125.17,0,0,1,4,8.12,3,0,4,0,4,3,2,0,9,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,4,0,1,0.25,13
nm0000166,Helen Hunt,6.0,8599.0,1,16,1992,Female,1963,0.0,0.0,81,83,56,56.0,0.0,0.0,5128193.265136109,4805146.042496788,100.0,0,0,1,8,7.07,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06,3
nm0000169,Tommy Lee Jones,7.05,28395.0,2,20,1995,Male,1946,9.0,9.0,337,381,145,72.5,0.0,0.0,10018879.64733265,39536957.99392351,121.5,0,1,0,4,7.48,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.1,5
nm0000180,David Lean,8.4,197564.0,1,21,1942,Male,1908,0.0,0.0,560,179,100,100.0,0.0,2.0,34289666.46416927,85724166.16042319,216.0,0,1,0,4,8.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,5
nm0000184,George Lucas,7.6,744514.5,2,35,1965,Male,1944,22.0,22.0,5092,610,143,71.5,0.0,0.0,2477060941.7371464,242524404.7905929,128.5,0,0,1,4,7.88,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.06,4
nm0000186,David Lynch,7.87,136136.67,3,36,1966,Male,1946,2.0,2.0,2650,530,219,81.0,0.0,1.0,30108416.514269456,70870160.81608023,131.0,0,1,0,8,7.78,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0.08,4
nm0000200,Bill Paxton,7.3,61129.0,1,27,1975,Male,1955,0.0,0.0,467,162,64,64.0,0.0,0.0,21758044.451256227,18264776.44271724,100.0,0,0,0,8,7.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,3
nm0000204,Natalie Portman,6.2,879.0,1,8,2008,Female,1981,0.0,0.0,19,49,55,55.0,0.0,0.0,606639.49339604,4261747.36,95.0,0,0,0,8,8.02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,2
nm0000206,Keanu Reeves,6.1,30174.0,1,1,2013,Male,1964,0.0,0.0,122,126,52,52.0,0.0,0.0,69305.79366742191,28378891.500729647,105.0,0,0,0,8,7.57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2
nm0000209,Tim Robbins,6.9,8098.0,1,25,1975,Male,1958,0.0,0.0,161,69,64,64.0,0.0,0.0,5130301.520062807,56610809.29872027,132.0,0,0,1,4,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1
nm0000217,Martin Scorsese,7.61,347189.0,8,55,1959,Male,1942,2.0,4.71,5777,2685,606,74.5,1.0,6.0,701588546.6889389,929970920.2070624,145.62,0,1,0,8,7.9,0,0,1,0,4,1,2,0,7,1,1,0,0,3,0,0,0,2,0,0,0,1,0,0,1,0,2,1,0,0.15,13
nm0000228,Kevin Spacey,6.1,6689.0,1,1,1996,Male,1959,0.0,0.0,69,35,48,48.0,0.0,0.0,634846.4140475665,9727717.586568004,97.0,0,0,0,4,8.48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,3
nm0000229,Steven Spielberg,7.5,308516.4,15,58,1959,Male,1946,1.0,2.5,12155,4214,1111,74.0,2.0,7.0,4318253278.14854,1534581420.2794094,137.93,0,0,1,4,8.48,5,0,5,1,2,1,1,0,9,3,1,0,0,3,0,0,0,2,0,0,0,1,4,0,0,0,3,3,0,0.26,15
nm0000230,Sylvester Stallone,6.93,207582.67,3,33,1978,Male,1946,2.0,2.0,2423,978,154,46.0,0.0,0.0,284965536.7641711,200384520.49435413,99.0,0,0,0,8,7.32,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0.09,6
nm0000231,Oliver Stone,6.46,75315.62,8,46,1971,Male,1946,2.0,2.71,3572,1849,443,57.0,0.0,0.0,474485007.60831916,671200708.9270704,139.75,0,1,0,4,7.65,1,0,1,0,3,0,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0.17,10
nm0000233,Quentin Tarantino,7.95,513352.25,4,29,1987,Male,1963,7.0,6.0,3663,1826,296,74.5,1.0,3.0,423109838.1229836,231963318.81333596,155.75,0,0,0,4,8.12,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0.14,6
nm0000243,Denzel Washington,7.45,37753.0,2,6,2002,Male,1954,5.0,5.0,276,230,127,63.5,0.0,0.0,75404504.69805282,40701434.76937759,123.0,0,0,0,6,7.3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.33,3
nm0000247,John Woo,6.53,145362.0,3,36,1968,Male,1946,3.0,3.0,1342,497,176,51.0,0.0,0.0,361169316.3041166,429288495.666628,130.33,1,0,0,4,7.55,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0.08,8
nm0000255,Ben Affleck,7.67,316452.33,3,20,1993,Male,1972,2.5,2.5,1591,1286,232,74.0,0.0,0.0,302312448.1568772,124416149.16408658,119.67,0,0,0,4,7.93,0,0,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.15,6
nm0000265,Robert Altman,6.29,18776.14,7,56,1951,Male,1925,1.5,1.67,1573,817,494,70.0,0.0,1.0,147980743.3193293,207498056.73473155,116.86,1,0,0,8,7.6,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,2,0,0,0.12,8
nm0000269,Jean-Jacques Annaud,7.0,98126.0,1,22,1976,Male,1943,0.0,0.0,119,74,55,55.0,0.0,0.0,71438708.71086329,131939591.36984313,136.0,1,0,0,4,7.28,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,5
nm0000316,Mel Brooks,7.7,40980.0,1,1,1967,Male,1926,0.0,0.0,244,88,97,97.0,0.0,0.0,545620.7094740777,4589679.505972387,88.0,0,0,0,8,7.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
nm0000318,Tim Burton,6.92,197633.18,11,46,1971,Male,1958,2.0,2.0,7229,3230,711,62.0,0.0,0.0,1346620263.0068753,1222203807.2558196,108.73,0,0,1,4,7.43,2,0,4,2,1,4,1,0,5,4,6,0,0,0,4,0,2,1,0,0,0,2,3,0,0,0,2,0,0,0.24,15
nm0000338,Francis Ford Coppola,7.3,293495.5,6,48,1962,Female,1939,7.0,7.4,3635,861,401,68.5,1.0,4.0,1025287354.9594039,306262725.8932251,137.83,0,1,0,4,8.65,0,0,0,0,0,1,2,0,6,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.12,8
nm0000341,Michael Crichton,6.6,102401.0,1,28,1972,Male,1942,0.0,0.0,552,84,42,42.0,0.0,0.0,57839950.26656525,283054046.4936013,102.0,0,0,1,8,7.28,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,3
nm0000343,David Cronenberg,6.85,109551.0,2,49,1966,Male,1943,9.0,9.0,1249,748,148,74.0,0.0,1.0,46449445.007955104,63303743.647491746,103.5,1,0,0,4,7.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,4
nm0000361,Brian De Palma,6.47,172286.25,4,48,1960,Male,1940,7.0,8.0,2161,577,203,52.0,0.0,0.0,337228396.64130837,384992688.95437574,118.0,1,0,0,4,7.3,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0.08,7
nm0000362,Danny DeVito,6.1,40984.0,2,28,1976,Male,1944,1.0,1.0,489,182,88,44.0,0.0,0.0,28483663.231121995,150813144.49711704,99.0,0,0,1,8,6.7,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07,4
nm0000369,Matt Dillon,6.0,4417.0,1,4,1999,Male,1964,0.0,0.0,67,37,57,57.0,0.0,0.0,523596.58532670507,28151132.42214789,116.0,0,0,1,6,7.47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,3
nm0000380,Robert Duvall,7.2,11717.0,1,21,1977,Male,1931,0.0,0.0,157,95,83,83.0,0.0,1.0,39079536.26532531,9424256.526417363,134.0,0,0,0,4,8.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1
nm0000386,Roland Emmerich,5.96,153750.25,8,38,1979,Male,1955,2.0,2.86,4594,1875,352,42.0,0.0,0.0,1359291814.043778,1102741859.2214744,133.5,0,0,1,4,5.98,6,0,3,0,0,0,0,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0.21,8
nm0000389,Emilio Estevez,7.0,38344.0,1,20,1987,Male,1962,0.0,0.0,270,196,54,54.0,0.0,0.0,15877965.145060318,19839486.980260734,117.0,0,1,0,3,7.43,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,3
nm0000398,Sally Field,5.4,3296.0,1,5,1996,Female,1946,0.0,0.0,61,37,23,23.0,0.0,0.0,5246185.110184518,23994602.85621984,112.0,0,0,0,4,7.58,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2
nm0000399,David Fincher,7.81,507751.25,8,30,1985,Male,1962,2.0,2.43,8259,3100,585,70.5,0.0,2.0,954174128.7936094,797527545.0429422,141.25,1,0,0,4,8.02,0,0,0,0,1,0,4,0,8,0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,0.27,8
nm0000408,Jonathan Frakes,6.4,56240.0,3,13,1990,Male,1952,3.0,3.0,905,364,175,64.0,0.0,0.0,366526575.2014857,235285038.0893588,102.67,0,1,0,4,6.75,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0.23,6
nm0000412,Andy Garcia,6.7,8464.0,1,13,1993,Male,1956,0.0,0.0,165,51,47,47.0,0.0,0.0,3633372.9666325487,14042275.516131522,144.0,0,0,0,4,7.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,2
nm0000416,Terry Gilliam,6.57,117341.67,3,46,1968,Male,1940,7.5,7.5,1273,635,142,50.0,0.0,0.0,74973772.64028677,172151651.73079452,114.33,0,0,0,8,7.52,1,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.07,7
nm0000431,Taylor Hackford,6.9,130154.75,4,41,1973,Female,1944,4.0,5.33,1274,679,220,52.5,1.0,1.0,304507000.0368779,318963972.3788291,137.25,0,1,0,4,7.52,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0.1,8
nm0000436,Curtis Hanson,7.15,172218.75,4,36,1972,Male,1945,3.0,3.33,1596,570,289,75.0,1.0,1.0,350670355.30172086,301697826.39119554,119.75,1,0,0,4,7.2,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.11,8
nm0000438,Ed Harris,6.9,37090.0,2,9,2000,Male,1950,8.0,8.0,352,302,141,70.5,1.0,2.0,41610993.183921546,36884813.14590775,118.5,0,0,1,4,7.38,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.22,5
nm0000464,Jim Jarmusch,7.25,73140.5,2,34,1980,Male,1953,8.0,8.0,703,602,158,79.0,0.0,0.0,22225833.63613738,22573459.949507967,114.5,1,0,0,4,7.45,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.06,5
nm0000466,Jean-Pierre Jeunet,7.0,118659.0,2,27,1978,Male,1953,7.0,7.0,899,407,139,69.5,0.0,0.0,99311429.21990022,212326194.6696245,121.0,1,0,0,8,7.75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.07,8
nm0000473,Diane Keaton,4.7,10295.0,1,17,1984,Female,1946,0.0,0.0,131,82,33,33.0,0.0,0.0,61765379.58739933,102834012.24094217,94.0,0,0,1,4,7.28,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,2
nm0000474,Michael Keaton,6.6,2253.0,1,1,2008,Male,1951,0.0,0.0,22,57,55,55.0,0.0,0.0,460584.82643785607,6650352.980453384,110.0,0,0,0,4,7.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
nm0000487,Ang Lee,7.29,156964.5,8,35,1982,Male,1954,3.0,2.71,6644,2053,553,66.5,0.0,0.0,725058295.1494147,538193887.6423444,127.62,1,0,0,4,7.8,2,0,2,0,0,1,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,2,0,0.23,10
nm0000490,Spike Lee,6.51,36513.57,7,38,1971,Male,1957,1.5,1.67,1437,669,388,63.0,0.0,0.0,174727469.41731247,220052362.7446105,137.29,1,0,0,4,7.15,1,0,0,0,0,3,2,1,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0.18,11
nm0000500,Richard Linklater,7.07,75997.5,10,32,1985,Male,1960,2.0,2.0,2469,2277,781,74.0,1.0,2.0,137492555.99393734,167182344.88361603,109.6,0,1,0,8,7.68,1,0,0,1,0,3,2,0,8,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,1,0.31,12
nm0000513,William H. Macy,7.5,13489.0,1,27,1988,Male,1950,0.0,0.0,65,43,52,52.0,0.0,0.0,41174.411849925134,5498719.53124,105.0,0,0,0,4,8.17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,3
nm0000517,Terrence Malick,7.0,117371.0,3,43,1969,Male,1943,6.5,6.5,3102,959,232,78.0,0.0,0.0,101126281.37312707,177538809.7934345,148.0,0,0,1,4,7.55,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.07,6
nm0000519,David Mamet,6.8,23237.0,4,22,1987,Male,1947,4.0,3.67,902,495,265,67.5,0.0,0.0,29002217.971434604,121980307.31978384,105.0,0,0,1,8,7.25,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0.18,6
nm0000520,Michael Mann,6.78,147209.83,6,48,1968,Male,1943,3.0,3.2,3480,1548,406,67.5,0.0,4.0,521332655.71703905,829771533.4518827,140.17,0,0,1,8,7.62,2,0,0,0,3,0,4,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0.12,9
nm0000551,Dermot Mulroney,5.0,7802.0,1,1,2011,Male,1963,0.0,0.0,13,19,13,13.0,0.0,0.0,1666.6037165562025,1451323.9911955318,90.0,0,0,0,4,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
nm0000568,Frank Oz,6.42,66971.8,5,26,1982,Female,1944,2.5,2.5,1549,697,321,70.0,0.0,1.0,457294028.2034415,424420585.9762592,98.2,0,0,0,8,7.43,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0.19,6
nm0000570,Alan Parker,7.45,53560.5,2,30,1974,Male,1944,4.0,4.0,583,238,85,42.5,0.0,0.0,53602475.16351628,166377085.63506573,137.5,1,0,0,4,7.35,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07,3
nm0000576,Sean Penn,7.5,242154.0,2,17,1991,Male,1960,6.0,6.0,1301,427,144,72.0,0.0,0.0,57939709.97393151,78708680.81155406,136.0,0,1,0,4,7.72,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.12,6
nm0000583,Wolfgang Petersen,6.13,122202.33,3,42,1965,Male,1941,4.5,4.5,1805,597,170,59.0,0.0,0.0,724309458.386411,626895383.5714164,117.33,1,0,0,8,7.08,3,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0.07,6
nm0000591,Roman Polanski,6.7,139836.0,1,45,1955,Male,1933,0.0,0.0,638,170,44,44.0,0.0,0.0,33000114.297273934,67225336.04223032,133.0,0,1,0,8,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.02,2
nm0000600,Sam Raimi,6.93,214847.33,6,37,1977,Male,1959,2.0,3.0,4812,1518,387,67.5,0.0,0.0,1592367903.8062916,983073921.0334076,124.67,0,0,1,4,7.22,2,0,3,0,0,0,1,0,3,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.16,11
nm0000601,Harold Ramis,5.88,89133.75,4,30,1980,Male,1944,2.0,3.33,934,542,181,43.0,0.0,0.0,361190104.9371882,397627103.6938392,97.25,0,0,0,8,7.45,0,0,1,0,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13,6
nm0000602,Robert Redford,6.58,34333.2,5,33,1980,Male,1936,2.5,3.5,1079,869,271,55.0,0.0,0.0,231248143.91820914,328279550.1312997,127.0,0,0,1,4,7.85,0,0,0,0,0,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0.15,9
nm0000625,Fred Savage,2.9,12514.0,1,15,1993,Female,1976,0.0,0.0,33,50,13,13.0,0.0,0.0,18170683.098982386,8237393.215708779,89.0,0,1,0,4,7.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,2
nm0000626,John Sayles,6.64,6524.8,5,32,1979,Male,1950,3.0,3.5,368,287,325,68.0,0.0,0.0,32879633.878841445,35272007.01862498,130.4,0,0,1,4,7.32,0,0,0,0,0,1,2,0,5,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0.16,10
nm0000630,Liev Schreiber,7.5,51206.0,1,1,2005,Male,1967,0.0,0.0,174,115,58,58.0,0.0,0.0,2494836.969680869,10239159.230512567,106.0,0,0,0,4,7.22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2
nm0000631,Ridley Scott,7.13,321450.83,12,54,1962,Male,1937,1.0,3.0,11724,3857,785,63.0,1.0,3.0,1719598434.3171177,1429640316.251376,134.0,0,1,0,8,8.02,4,0,4,0,1,0,4,0,10,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,5,3,0,0.22,11
