director_ids,director_name,average_rating_value,average_rating_count,movies_produced,career_Length,CareerStartYear,Gender,birthYear,median_inter_event_time,average_inter_event_time,total_review_count_user,total_review_count_critic,total_metascore,median_metascore,total_awards_won,total_awards_nominated,total_gross_value,total_budget_value,average_runtime_of_movie,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,total_genre_Action,total_genre_Adult,total_genre_Adventure,total_genre_Animation,total_genre_Biography,total_genre_Comedy,total_genre_Crime,total_genre_Documentary,total_genre_Drama,total_genre_Family,total_genre_Fantasy,total_genre_Film_Noir,total_genre_Game_Show,total_genre_History,total_genre_Horror,total_genre_Music,total_genre_Musical,total_genre_Mystery,total_genre_News,total_genre_None,total_genre_Reality_TV,total_genre_Romance,total_genre_Sci_Fi,total_genre_Short,total_genre_Sport,total_genre_Talk_Show,total_genre_Thriller,total_genre_War,total_genre_Western,average_movie_per_year,num_genres_directed
nm0007139,Hark Tsui,4.8,11703.0,1,20,1979,Male,1950,0.0,0.0,143,67,37,37.0,0.0,0.0,18399552.50127281,63911834.6104646,91.0,0,1,0,4,6.62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,3
nm0007708,Paul Abascal,5.8,13301.0,1,17,1988,Male,1958,0.0,0.0,138,76,38,38.0,0.0,0.0,23722670.25089497,30196743.30781449,84.0,1,0,0,4,7.15,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06,4
nm0009190,J.J. Abrams,7.7,432504.33,3,18,1998,Male,1966,2.0,2.0,6029,1934,225,72.0,0.0,0.0,1411159710.0953276,537183434.1720258,126.67,0,0,0,4,7.92,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0.17,6
nm0011470,Andrew Adamson,7.23,317105.33,3,8,2001,Male,1966,3.5,3.5,1870,671,221,75.0,0.0,0.0,1291775406.726945,625367512.2529233,111.0,0,0,1,4,7.15,1,0,3,2,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.38,7
nm0014960,Alexandre Aja,6.2,87763.0,1,12,1997,Male,1978,0.0,0.0,235,208,35,35.0,0.0,0.0,40821780.56561065,46552470.86317369,110.0,1,0,0,4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08,2
nm0015328,Salim Akil,5.7,5206.0,1,13,2000,Male,1964,0.0,0.0,48,81,54,54.0,0.0,0.0,28586701.611565314,19919030.42879613,116.0,0,1,0,3,6.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2
nm0015359,Fatih Akin,6.3,40162.0,1,14,1995,Male,1973,0.0,0.0,70,138,49,49.0,0.0,0.0,2109304.425445765,19552037.76253295,103.0,1,0,0,3,7.73,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07,3
nm0018735,Scott Alexander,5.7,7023.0,1,13,1988,Male,1963,0.0,0.0,68,28,7,7.0,0.0,0.0,11967616.676576367,17139002.040157028,81.0,0,0,1,4,7.68,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2
nm0018963,Sherman Alexie,6.9,462.0,1,1,2002,Male,1966,0.0,0.0,14,8,49,49.0,0.0,0.0,280999.77792946505,321727.22768169024,103.0,0,0,0,2,7.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2
nm0019341,Daniel Algrant,5.5,9963.0,1,10,1993,Male,1959,0.0,0.0,80,41,53,53.0,0.0,0.0,196208.56707395558,35389995.04498593,100.0,1,0,0,3,5.77,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2
nm0020728,Kevin Allen,5.4,6752.5,2,8,1997,Male,1962,5.0,5.0,75,88,85,42.5,0.0,0.0,35391040.629416205,46332117.46249887,93.0,0,1,0,8,5.52,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.25,6
nm0021249,Roger Allers,6.65,34750.5,2,21,1994,Male,1949,8.0,8.0,119,138,110,55.0,0.0,0.0,119835543.01024283,133650954.9694162,85.0,0,0,1,8,7.82,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5
nm0021899,Michael Almereyda,6.0,8142.0,1,16,1985,Male,1959,0.0,0.0,167,86,70,70.0,1.0,2.0,2688679.231149429,3427800.408031405,112.0,1,0,0,3,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.06,3
nm0024622,Alejandro Amenábar,7.6,275188.0,1,10,1992,Male,1972,0.0,0.0,1112,243,74,74.0,0.0,0.0,160185152.90376985,28227381.77510845,101.0,0,1,0,8,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,2
nm0025978,Allison Anders,6.1,714.0,1,13,1987,Female,1954,0.0,0.0,22,29,62,62.0,0.0,0.0,314614.5726776379,442271.9476462521,92.0,1,0,0,8,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2
nm0026442,Brad Anderson,6.03,23835.33,3,16,1995,Male,1964,6.0,6.0,726,317,179,58.0,0.0,0.0,6832945.977165635,16800508.948139884,98.67,1,0,0,4,6.93,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0.19,6
nm0027271,Paul W.S. Anderson,6.16,149537.2,5,19,1994,Male,1965,4.0,3.75,3929,1107,179,35.0,0.0,0.0,332558256.00750643,392780476.3303494,99.6,0,0,1,4,6.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0.26,4
nm0027572,Wes Anderson,7.62,228967.83,6,21,1994,Male,1969,3.0,3.2,3550,1967,463,80.0,0.0,0.0,289013816.57691973,197062099.31508005,101.0,0,1,0,3,7.73,0,0,4,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29,4
nm0028764,Mark Andrews,7.2,282358.0,1,8,2005,Male,1968,0.0,0.0,431,491,69,69.0,0.0,0.0,278025353.14524364,216765919.3721932,93.0,0,0,0,4,7.28,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,5
nm0030735,Nimród Antal,5.95,53389.0,2,16,1994,Male,1973,2.0,2.0,417,322,104,52.0,0.0,0.0,46669936.47301191,60876694.57381113,86.5,1,0,0,4,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.12,4
nm0031078,Steve Antin,6.4,62768.0,1,5,2006,Male,1958,0.0,0.0,222,196,47,47.0,0.0,0.0,49236945.38857576,68660928.58680128,119.0,0,0,0,8,6.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2,4
nm0031976,Judd Apatow,6.6,185589.6,5,24,1992,Male,1967,2.5,2.5,1976,1310,352,73.0,0.0,0.0,627082695.9968364,254161564.80183002,130.0,0,0,1,4,6.9,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.21,3
nm0037247,Guillermo Arriaga,6.8,15670.0,1,9,2000,Male,1958,0.0,0.0,57,128,45,45.0,0.0,0.0,266544.81738597556,26601411.921813536,107.0,0,0,1,4,7.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11,3
nm0037708,Miguel Arteta,6.45,34846.25,4,18,1997,Male,1965,5.0,4.67,625,477,264,67.0,0.0,0.0,117666443.76527888,67284804.23814887,90.0,1,0,0,6,6.4,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.22,4
nm0038432,Kelly Asbury,7.1,183457.5,2,3,2002,Male,1960,2.0,2.0,699,309,127,63.5,0.0,0.0,776776985.3201704,355166465.8812848,88.0,0,0,0,4,7.05,0,0,2,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.67,7
nm0038475,Kevin Asch,5.9,4327.0,1,6,2005,Male,1975,0.0,0.0,17,80,51,51.0,0.0,0.0,378116.98210803437,1248380.519760023,89.0,1,0,0,3,6.13,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,4
nm0039107,Ray Ashley,7.7,1730.0,1,1,1953,Female,1911,0.0,0.0,29,45,91,91.0,0.0,0.0,208069.82427243787,228038.38556874054,80.0,0,1,0,2,6.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2
nm0040939,Yvan Attal,6.3,40162.0,1,12,1997,Male,1965,0.0,0.0,70,138,49,49.0,0.0,0.0,2109304.425445765,19552037.76253295,103.0,0,1,0,3,6.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,3
nm0043742,David Ayer,6.86,182679.0,5,12,2005,Male,1968,2.0,2.0,3003,1748,268,55.0,0.0,0.0,524445409.3670876,328711987.97133243,116.8,0,0,1,8,6.7,4,0,1,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0.42,8
nm0044803,Jamie Babbit,6.5,16963.5,2,10,1996,Female,1970,6.0,6.0,276,162,68,34.0,0.0,0.0,4449307.962016396,3439368.6783393407,90.5,1,0,0,4,7.62,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.2,4
nm0048414,Dylan Baker,6.4,1116.0,1,1,2014,Male,1959,0.0,0.0,3,12,45,45.0,0.0,0.0,533516.56175028,1099743.9062480002,98.0,0,1,0,4,7.35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,3
nm0048918,Sean Baker,7.1,13825.0,1,16,2000,Male,1971,0.0,0.0,63,185,85,85.0,0.0,0.0,747762.99547508,106543.684,88.0,0,0,1,3,6.93,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,3
nm0049371,Jaume Balagueró,5.4,16959.0,1,9,1994,Female,1968,0.0,0.0,349,108,15,15.0,0.0,0.0,35647513.56120304,17051543.067129582,88.0,0,1,0,8,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,1
nm0049633,Kyle Balda,6.45,115272.5,2,6,2010,Male,1971,3.0,3.0,478,549,102,51.0,0.0,0.0,608704549.0424533,160861863.21974877,88.5,1,0,0,3,6.53,1,0,2,2,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,7
nm0051643,Tony Bancroft,7.5,178067.0,1,1,1998,Male,1967,0.0,0.0,226,143,71,71.0,0.0,0.0,220255526.3861248,164344717.56976607,88.0,0,1,0,8,7.35,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,6
nm0056006,Neema Barnette,5.3,557.0,1,28,1975,Female,1949,0.0,0.0,24,11,29,29.0,0.0,0.0,391456.77837328136,804318.0692042257,95.0,1,0,0,2,6.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,3
nm0063785,Henry Bean,7.2,30804.0,1,1,2001,Male,1945,0.0,0.0,159,84,75,75.0,0.0,0.0,674194.4093562447,2490651.333097805,98.0,0,0,0,4,6.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
nm0065608,Walt Becker,6.4,90463.0,1,1,2002,Male,1968,0.0,0.0,259,95,26,26.0,0.0,0.0,33789931.32855905,9651816.830450706,92.0,1,0,0,3,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2
nm0067457,Timur Bekmambetov,5.8,74758.0,2,23,1994,Male,1961,4.0,4.0,512,580,80,40.0,2.0,2.0,71192067.99373595,184067829.38746667,115.0,0,1,0,3,6.23,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,5
nm0072600,Ned Benson,6.3,8574.0,1,12,2003,Male,1977,0.0,0.0,32,119,57,57.0,0.0,0.0,644054.0212550788,3299231.7187440004,123.0,0,0,1,3,6.73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1
nm0075010,Stig Bergqvist,6.1,8366.0,1,16,1985,Male,1962,0.0,0.0,49,41,62,62.0,0.0,0.0,131115830.19569464,51417006.12047108,78.0,0,1,0,3,7.2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06,5
nm0075483,Myles Berkowitz,5.3,1627.0,1,1,1998,Male,1962,0.0,0.0,83,32,36,36.0,0.0,0.0,980164.677953007,109563.14504651072,87.0,0,0,1,2,5.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,3
nm0075528,Greg Berlanti,7.0,6155.0,1,1,2000,Male,1972,0.0,0.0,120,50,51,51.0,0.0,0.0,2990512.4821784315,1713900.2040157027,94.0,0,0,1,6,7.23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,4
nm0075849,Shari Springer Berman,6.05,26616.5,2,15,1996,Female,1963,3.0,3.0,113,231,102,51.0,0.0,0.0,36158251.576528475,36196641.0240161,107.0,1,0,0,4,6.32,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13,3
nm0081540,Susanne Bier,6.3,21442.0,2,26,1989,Female,1960,7.0,7.0,165,281,99,49.5,0.0,0.0,4105474.1796228774,54958699.09599675,113.5,1,0,0,3,7.37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,2
nm0082300,Tony Bill,6.6,35991.0,1,53,1954,Male,1940,0.0,0.0,248,122,47,47.0,0.0,0.0,18538991.60343009,85026372.77254602,140.0,0,1,0,4,7.05,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.02,6
nm0082450,Paul Feig,6.2,132133.8,5,20,1997,Male,1962,2.0,2.5,2910,1635,313,60.0,0.0,1.0,659776050.9948986,342853340.9442373,113.4,0,0,1,4,7.0,3,0,1,0,0,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.25,8
nm0082526,Peter Billingsley,5.5,84531.0,1,16,1994,Male,1971,0.0,0.0,146,165,23,23.0,0.0,0.0,140682109.44000572,77314702.34977776,113.0,0,0,1,3,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1
nm0082802,Mike Binder,7.5,84615.0,1,16,1992,Male,1958,0.0,0.0,232,153,61,61.0,0.0,0.0,26993919.72019237,27457977.38569593,124.0,0,0,0,2,7.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1
nm0083348,Brad Bird,7.58,322301.8,5,31,1985,Male,1957,4.0,4.0,2976,1653,404,85.0,0.0,0.0,1071858515.8482146,846477310.1524101,115.0,0,0,0,3,8.0,4,0,4,3,0,2,0,0,1,4,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0.16,11
nm0086431,Aaron Blaise,6.8,72322.0,1,5,1999,Male,1968,0.0,0.0,159,112,48,48.0,0.0,0.0,132981701.21683496,199482102.0308872,85.0,0,1,0,8,7.5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4
nm0086826,Eric Blakeney,5.7,5993.0,1,1,2000,Male,1959,0.0,0.0,91,49,42,42.0,0.0,0.0,2796809.1950207804,17139002.040157028,101.0,0,0,0,8,6.43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,3
nm0087904,Barry W. Blaustein,7.6,6892.0,1,1,1999,Male,1955,0.0,0.0,81,69,73,73.0,0.0,0.0,3622331.0873681456,884543.8952925042,102.0,0,0,0,4,6.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,3
nm0088955,Neill Blomkamp,7.17,355022.67,3,12,2004,Male,1979,3.0,3.0,2718,1329,183,61.0,0.0,0.0,288280665.3995853,221406657.23824522,113.67,1,0,0,3,7.17,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0.25,5
nm0089940,Don Bluth,6.85,70706.0,2,23,1978,Male,1937,3.0,3.0,569,208,107,53.5,0.0,0.0,148877362.42055497,222785080.56535137,94.0,0,1,0,4,7.0,1,0,2,2,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.09,10
nm0090386,James Bobin,6.35,32252.0,2,19,1998,Female,1972,2.0,2.0,274,514,95,47.5,0.0,0.0,135801922.55226845,230461195.3124,110.0,0,1,0,4,7.52,0,0,2,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.11,6
nm0091076,Sergei Bodrov,5.65,28641.5,2,31,1984,Male,1948,15.0,15.0,160,194,52,26.0,0.0,0.0,19069631.4469181,148702865.8581852,91.5,0,1,0,4,6.55,1,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06,7
nm0093051,Uwe Boll,2.75,35007.75,4,16,1992,Male,1965,2.0,1.33,1960,562,57,15.0,0.0,0.0,31896447.192524172,159106276.09376842,102.75,0,1,0,4,3.38,2,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.25,6
nm0093271,Craig Bolotin,6.0,3147.0,1,14,1986,Male,1954,0.0,0.0,39,39,43,43.0,0.0,0.0,10387381.178462308,22998141.27760511,99.0,0,1,0,6,7.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07,2
nm0094435,Joon-ho Bong,7.0,187995.0,1,20,1994,Male,1969,0.0,0.0,525,490,84,84.0,0.0,0.0,5179748.196227315,44498101.87314408,126.0,0,1,0,6,7.37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.05,4
nm0097079,Ole Bornedal,5.9,48314.0,1,20,1993,Male,1959,0.0,0.0,163,264,45,45.0,0.0,0.0,57556998.05259002,16403907.411949756,92.0,0,1,0,8,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,2
nm0097517,Derrick Borte,6.5,34000.0,1,1,2009,Male,1967,0.0,0.0,90,142,55,55.0,0.0,0.0,1900019.1188727685,6442891.86248148,96.0,1,0,0,2,6.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
nm0097529,Dave Borthwick,2.8,3883.0,1,21,1986,Male,1947,0.0,0.0,114,30,23,23.0,0.0,0.0,10462485.249918297,28342124.25751534,85.0,1,0,0,1,7.4,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,5
nm0101385,Rob Bowman,6.0,89554.67,3,21,1985,Male,1960,3.5,3.5,1251,473,133,39.0,0.0,0.0,258163058.5420482,279935320.27167463,106.33,0,1,0,4,6.68,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0.14,8
nm0101508,Steve Box,7.5,99989.0,1,9,1997,Male,1967,0.0,0.0,310,210,87,87.0,0.0,0.0,82013540.07949682,43882110.98791101,85.0,0,0,0,4,7.28,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.11,6
nm0103785,Zach Braff,7.15,110032.5,2,18,1997,Male,1975,10.0,10.0,1073,354,110,55.0,0.0,0.0,44382396.96358489,10373056.350964813,104.0,0,0,1,4,7.25,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11,3
nm0108132,Craig Brewer,6.77,41722.33,3,12,2000,Male,1971,3.0,3.0,534,510,178,58.0,0.0,1.0,108416254.96331963,61984969.28049007,115.0,1,0,0,8,6.98,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,5
nm0109359,Steven Brill,5.4,72827.8,5,19,1995,Male,1962,3.0,3.25,1156,620,150,29.0,0.0,0.0,412142802.8729211,314813988.20798326,97.0,0,1,0,6,6.13,0,0,1,0,0,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.26,6
nm0110293,Gaëtan Brizzi,7.1,2468.0,1,38,1977,Male,1951,0.0,0.0,19,31,61,61.0,0.0,0.0,368447.2009102675,13196926.874976002,84.0,0,0,1,4,7.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2
nm0111520,Katrina Holden Bronson,5.2,2041.0,1,1,2005,Female,1968,0.0,0.0,19,17,30,30.0,0.0,0.0,18225.70343031237,4388211.0987911,100.0,0,1,0,4,5.62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,4
nm0112498,Eric Bross,4.1,3705.0,1,7,1995,Male,1964,0.0,0.0,79,45,34,34.0,0.0,0.0,7234085.173943019,16604342.22065203,85.0,1,0,0,3,6.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.14,3
nm0118333,Chris Buck,7.2,212405.67,3,21,1993,Male,1958,7.0,7.0,1300,719,217,74.0,0.0,0.0,838382507.9816303,537544648.7089086,91.67,0,1,0,6,7.2,0,0,2,3,0,2,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.14,9
nm0122344,Charles Burnett,7.4,4506.0,1,10,1969,Male,1944,0.0,0.0,36,85,94,94.0,0.0,0.0,1169825.4229358698,344183.7282531304,83.0,1,0,0,4,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1
nm0122653,Edward Burns,6.3,3267.0,2,10,1995,Male,1968,3.0,3.0,74,90,92,46.0,0.0,0.0,3995481.5551748406,2037893.5134128842,101.5,0,0,0,4,6.95,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,3
nm0125336,Jez Butterworth,6.1,21748.0,1,5,1997,Male,1969,0.0,0.0,159,110,51,51.0,0.0,0.0,8169163.687401704,21585644.88684764,93.0,0,0,0,3,7.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,3
nm0125930,Eric Byler,6.0,1006.0,1,9,1994,Male,1972,0.0,0.0,53,29,72,72.0,0.0,0.0,134321.1175571057,128690.8910726761,85.0,1,0,0,4,5.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11,2
nm0127373,Louis C.K.,5.2,11526.0,1,12,1990,Male,1967,0.0,0.0,131,31,31,31.0,0.0,0.0,5468238.285290007,11623039.554456422,81.0,0,0,0,8,8.07,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08,4
nm0128883,Christopher Cain,5.8,2642.0,1,32,1976,Male,1943,0.0,0.0,111,43,25,25.0,0.0,0.0,1464272.1535300459,15101887.562132765,111.0,1,0,0,8,5.82,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.03,4
nm0132257,Bruce Campbell,6.3,21606.0,1,13,1995,Male,1958,0.0,0.0,88,100,36,36.0,0.0,0.0,237602.1157116426,2059348.3039271948,84.0,0,0,0,4,7.55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2
nm0132709,Martin Campbell,6.18,109360.75,4,37,1975,Male,1943,3.0,4.33,1407,773,182,43.5,0.0,0.0,436497657.7290747,543669141.5748904,125.25,1,0,0,4,6.95,3,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0.11,9
nm0133899,Guillaume Canet,6.5,15038.0,1,16,1998,Male,1973,0.0,0.0,44,90,45,45.0,0.0,0.0,46801.3327073433,28946469.330744237,127.0,0,0,1,4,7.42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06,3
nm0134176,Danny Cannon,4.6,56354.0,1,9,1990,Male,1968,0.0,0.0,421,124,21,21.0,0.0,0.0,73022024.72950129,43825258.01860429,100.0,0,1,0,3,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11,2
nm0136592,J.S. Cardone,5.3,7415.0,1,20,1982,Male,1946,0.0,0.0,131,57,35,35.0,0.0,0.0,11216683.147724627,24906513.33097805,90.0,0,0,1,4,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05,2
nm0136775,Peter Care,7.1,12125.0,1,21,1982,Male,1953,0.0,0.0,122,78,69,69.0,0.0,0.0,2862220.5428919424,19303633.66090141,104.0,1,0,0,4,6.95,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2
nm0138620,Joe Carnahan,6.93,151547.0,3,14,1998,Female,1969,4.5,4.5,1337,849,181,64.0,0.0,0.0,175544927.40939522,179622544.69490618,113.0,0,0,1,8,6.88,2,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.21,7
