director_ids,director_name,average_rating_value,average_rating_count,movies_produced,career_Length,CareerStartYear,Gender,birthYear,median_inter_event_time,average_inter_event_time,total_review_count_user,total_review_count_critic,total_metascore,median_metascore,total_awards_won,total_awards_nominated,total_gross_value,total_budget_value,budget_cur_AUD,budget_cur_CAD,budget_cur_EUR,budget_cur_GBP,budget_cur_INR,budget_cur_USD,average_runtime_of_movie,total_genre_Action,total_genre_Adult,total_genre_Adventure,total_genre_Animation,total_genre_Biography,total_genre_Comedy,total_genre_Crime,total_genre_Documentary,total_genre_Drama,total_genre_Family,total_genre_Fantasy,total_genre_Film_Noir,total_genre_Game_Show,total_genre_History,total_genre_Horror,total_genre_Music,total_genre_Musical,total_genre_Mystery,total_genre_News,total_genre_None,total_genre_Reality_TV,total_genre_Romance,total_genre_Sci_Fi,total_genre_Short,total_genre_Sport,total_genre_Talk_Show,total_genre_Thriller,total_genre_War,total_genre_Western,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,average_movie_per_year,num_countries_screened,num_genres_directed,num_languages_released
nm0000040,Stanley Kubrick,7.3,231646.0,1,49,1951,Male,1928,0.0,0.0,1505,268,68,68.0,0.0,0.0,55637680.0,65000000.0,0,0,0,0,0,1,159.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,8.0,0.02,1,3,1
nm0000041,Akira Kurosawa,8.13,106058.0,3,53,1941,Female,1910,19.5,19.5,885,324,270,96.0,0.0,0.0,3840338.0,25400000.0,0,0,0,0,0,1,167.67,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8.2,0.06,2,3,2
nm0000095,Woody Allen,6.86,63387.94,17,51,1966,Male,1935,1.0,1.19,3710,3448,969,54.0,2.0,3.0,191208344.0,309050000.0,0,0,0,0,0,1,101.82,0,0,0,0,0,13,4,0,8,0,0,0,0,0,0,1,0,2,0,0,0,10,0,0,0,0,2,0,0,0,1,0,4,7.88,0.33,1,7,5
nm0000104,Antonio Banderas,6.3,5964.0,1,1,1999,Male,1960,0.0,0.0,72,27,46,46.0,0.0,0.0,1954202.0,15000000.0,0,0,0,0,0,1,111.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.82,1.0,1,3,1
nm0000106,Drew Barrymore,6.9,56419.0,1,6,2004,Male,1975,0.0,0.0,118,230,68,68.0,0.0,0.0,13034417.0,15000000.0,0,0,0,0,0,1,111.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6.32,0.17,1,2,1
nm0000108,Luc Besson,6.79,132099.0,7,34,1981,Male,1959,4.0,4.33,2582,1217,331,48.0,0.0,0.0,259969403.0,429000000.0,0,0,0,0,0,0,119.57,2,0,4,1,1,2,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,2,1,0,0,0,1,4,7.52,0.21,2,15,7
nm0000110,Kenneth Branagh,6.58,190425.5,4,27,1989,Male,1960,3.0,5.0,1469,1241,216,57.0,0.0,0.0,432996698.0,318000000.0,0,0,0,0,0,1,104.5,2,0,1,0,0,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,3,7.63,0.15,1,10,2
nm0000114,Steve Buscemi,6.6,10758.0,1,9,1992,Male,1957,0.0,0.0,73,47,65,65.0,0.0,0.0,43805.0,3600000.0,0,0,0,0,0,1,94.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7.97,0.11,1,2,1
nm0000116,James Cameron,7.5,575428.67,3,32,1978,Female,1954,6.0,6.0,5645,1106,224,74.0,0.0,2.0,1436218860.0,450000000.0,0,0,0,0,0,1,149.33,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,8.12,0.09,1,8,2
nm0000118,John Carpenter,5.5,43543.0,2,40,1962,Male,1948,3.0,3.0,868,274,77,38.5,0.0,0.0,28675996.0,48000000.0,0,0,0,0,0,1,103.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,7.32,0.05,1,4,2
nm0000122,Charles Chaplin,8.6,147990.0,1,23,1914,Male,1889,0.0,0.0,213,119,96,96.0,0.0,0.0,163245.0,1500000.0,0,0,0,0,0,1,87.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8.3,0.04,1,4,1
nm0000123,George Clooney,6.68,102101.0,4,13,2002,Male,1961,3.0,3.0,1342,1332,255,61.5,0.0,1.0,181694587.0,148000000.0,0,0,0,0,0,1,106.5,0,0,0,0,1,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,7.28,0.31,1,7,5
nm0000126,Kevin Costner,6.75,56128.0,2,14,1990,Male,1955,6.0,6.0,877,233,96,48.0,0.0,0.0,75922071.0,102000000.0,0,0,0,0,0,1,158.0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,8,6.75,0.14,1,6,1
nm0000127,Wes Craven,6.35,106171.5,8,58,1954,Male,1939,2.0,3.86,4453,1791,470,59.5,0.0,0.0,450159217.0,210800000.0,0,0,0,0,0,1,106.88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,6.85,0.14,1,6,3
nm0000128,Russell Crowe,7.1,55456.0,1,13,2002,Female,1964,0.0,0.0,190,185,50,50.0,0.0,0.0,4190530.0,22500000.0,0,0,0,0,0,1,111.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,8.15,0.08,1,2,4
nm0000134,Robert De Niro,6.7,87872.0,1,14,1993,Male,1943,0.0,0.0,482,195,61,61.0,0.0,0.0,59901040.0,90000000.0,0,0,0,0,0,1,167.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7.83,0.07,1,3,5
nm0000141,David Duchovny,7.0,7550.0,1,12,1993,Male,1960,0.0,0.0,86,45,33,33.0,0.0,0.0,371081.0,6000000.0,0,0,0,0,0,1,96.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7.48,0.08,1,2,2
nm0000142,Clint Eastwood,7.19,162168.41,17,46,1971,Male,1930,1.0,1.19,7340,4218,1173,72.0,4.0,10.0,1258845836.0,810800000.0,0,0,0,0,0,1,129.94,4,0,1,0,6,0,7,0,16,0,1,0,0,5,0,1,1,5,0,0,0,1,0,0,2,0,8,3,0,0,0,1,4,8.02,0.37,1,14,7
nm0000149,Jodie Foster,6.65,46580.0,2,34,1983,Male,1962,5.0,5.0,295,577,115,57.5,0.0,0.0,41966851.0,48000000.0,0,0,0,0,0,1,94.5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,7.48,0.06,1,3,2
nm0000154,Mel Gibson,7.83,149033.67,3,26,1991,Male,1956,6.0,6.0,4023,854,186,68.0,0.0,0.0,467291201.0,100000000.0,0,0,0,0,0,1,135.0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,7.2,0.12,1,6,3
nm0000158,Tom Hanks,6.5,50876.0,2,23,1989,Male,1956,15.0,15.0,397,292,112,56.0,0.0,0.0,61375788.0,56000000.0,0,0,0,0,0,1,103.0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8.1,0.09,1,4,1
nm0000160,Ethan Hawke,5.1,1820.0,1,8,1994,Male,1970,0.0,0.0,49,23,34,34.0,0.0,0.0,59675.0,100000.0,0,0,0,0,0,1,109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.93,0.12,1,1,1
nm0000163,Dustin Hoffman,6.8,16052.0,1,35,1978,Male,1937,0.0,0.0,126,174,64,64.0,0.0,0.0,18381787.0,11000000.0,0,0,0,0,0,1,98.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.82,0.03,1,2,3
nm0000165,Ron Howard,6.9,174215.64,14,48,1969,Male,1954,2.0,1.62,6714,3070,811,51.5,0.0,1.0,1354089213.0,1124000000.0,0,0,0,0,0,1,127.79,3,0,4,0,4,3,2,0,9,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,6,0,1,0,0,1,4,8.12,0.29,1,13,7
nm0000166,Helen Hunt,6.0,8599.0,1,16,1992,Female,1963,0.0,0.0,81,83,56,56.0,0.0,0.0,3735303.0,3500000.0,0,0,0,0,0,1,100.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,7.07,0.06,1,3,2
nm0000169,Tommy Lee Jones,7.05,28395.0,2,20,1995,Male,1946,9.0,9.0,337,381,145,72.5,0.0,0.0,7452158.0,31000000.0,0,0,0,0,0,1,121.5,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,7.48,0.1,1,5,3
nm0000180,David Lean,8.4,197564.0,1,21,1942,Male,1908,0.0,0.0,560,179,100,100.0,0.0,2.0,6000000.0,15000000.0,0,0,0,0,0,1,216.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,8.0,0.05,1,5,3
nm0000184,George Lucas,7.38,624303.25,4,41,1965,Male,1944,3.0,9.33,11912,1251,265,61.0,0.0,0.0,1626418480.0,354000000.0,0,0,0,0,0,1,134.75,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,7.88,0.1,1,4,1
nm0000186,David Lynch,7.87,136136.67,3,36,1966,Male,1946,2.0,2.0,2650,530,219,81.0,0.0,1.0,17214143.0,40000000.0,0,0,0,0,0,1,131.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,8,7.78,0.08,1,4,2
nm0000187,Madonna,5.9,6051.0,2,4,2008,Female,1958,3.0,3.0,83,180,63,31.5,0.0,0.0,604481.0,18500000.0,0,0,0,1,0,0,101.5,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5.8,0.5,1,5,4
nm0000200,Bill Paxton,7.3,61129.0,1,27,1975,Male,1955,0.0,0.0,467,162,64,64.0,0.0,0.0,13103828.0,11000000.0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7.4,0.04,1,3,1
nm0000204,Natalie Portman,6.2,879.0,1,8,2008,Female,1981,0.0,0.0,19,49,55,55.0,0.0,0.0,569381.0,4000000.0,0,0,0,0,0,1,95.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.02,0.12,1,2,1
nm0000206,Keanu Reeves,6.1,30174.0,1,1,2013,Male,1964,0.0,0.0,122,126,52,52.0,0.0,0.0,61054.0,25000000.0,0,0,0,0,0,1,105.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.57,1.0,1,2,3
nm0000209,Tim Robbins,6.9,8098.0,1,25,1975,Male,1958,0.0,0.0,161,69,64,64.0,0.0,0.0,2899970.0,32000000.0,0,0,0,0,0,1,132.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8.0,0.04,1,1,2
nm0000217,Martin Scorsese,7.71,408165.67,9,55,1959,Male,1942,2.0,4.12,7840,3038,691,75.0,1.0,7.0,653534894.0,731000000.0,0,0,0,0,0,1,146.22,0,0,1,0,4,1,3,0,8,1,1,0,0,3,0,0,0,2,0,0,0,1,0,0,1,0,3,1,0,0,1,0,8,7.9,0.16,1,13,5
nm0000228,Kevin Spacey,6.4,9818.5,2,9,1996,Male,1959,8.0,8.0,317,146,94,47.0,0.0,0.0,6471114.0,28000000.0,0,0,0,0,0,1,107.5,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8.48,0.22,1,6,1
nm0000229,Steven Spielberg,7.48,359408.47,19,58,1959,Male,1946,1.0,1.94,19152,5560,1410,73.0,2.0,9.0,3137740628.0,1439500000.0,0,0,0,0,0,1,138.37,6,0,8,1,3,1,1,0,10,3,2,0,0,4,0,0,0,2,0,0,0,1,6,0,0,0,5,3,0,0,0,1,4,8.48,0.33,1,15,11
nm0000230,Sylvester Stallone,6.93,207582.67,3,33,1978,Male,1946,2.0,2.0,2423,978,154,46.0,0.0,0.0,215975144.0,154000000.0,0,0,0,0,0,1,99.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,8,7.32,0.09,1,6,3
nm0000231,Oliver Stone,6.46,75315.62,8,46,1971,Male,1946,2.0,2.71,3572,1849,443,57.0,0.0,0.0,333474298.0,472100000.0,0,0,0,0,0,1,139.75,1,0,1,0,3,0,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,1,0,4,7.65,0.17,1,10,2
nm0000233,Quentin Tarantino,8.16,725092.14,7,29,1987,Male,1963,3.0,3.5,9553,2884,528,69.0,1.0,6.0,621327565.0,299000000.0,0,0,0,0,0,1,148.71,2,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,0,0,4,8.12,0.24,1,8,8
nm0000243,Denzel Washington,7.45,37753.0,2,6,2002,Male,1954,5.0,5.0,276,230,127,63.5,0.0,0.0,51304289.0,27500000.0,0,0,0,0,0,1,123.0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7.3,0.33,1,3,2
nm0000247,John Woo,6.52,133190.67,6,41,1968,Male,1946,2.0,2.4,3066,965,369,60.0,0.0,1.0,493401036.0,983632000.0,0,0,0,0,0,1,128.67,6,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,4,2,0,1,0,0,4,7.55,0.15,4,9,4
nm0000255,Ben Affleck,7.67,316452.33,3,20,1993,Male,1972,2.5,2.5,1591,1286,232,74.0,0.0,0.0,248492901.0,100500000.0,0,0,0,0,0,1,119.67,0,0,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7.93,0.15,1,6,2
nm0000264,Pedro Almodóvar,6.97,49866.75,4,40,1974,Male,1949,2.0,3.0,452,1032,282,73.0,0.0,0.0,14774000.0,41000000.0,0,0,0,0,0,1,110.75,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,1,0,3,7.73,0.1,1,6,3
nm0000265,Robert Altman,6.29,18776.14,7,56,1951,Male,1925,1.5,1.67,1573,817,494,70.0,0.0,1.0,90732133.0,120300000.0,0,0,0,0,0,1,116.86,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,8,7.6,0.12,1,8,4
nm0000269,Jean-Jacques Annaud,7.23,101078.33,3,29,1976,Male,1943,3.5,3.5,908,346,171,55.0,0.0,0.0,108245920.0,197660000.0,0,0,0,0,0,1,125.33,0,0,2,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,7.28,0.1,2,6,7
nm0000316,Mel Brooks,7.7,40980.0,1,1,1967,Male,1926,0.0,0.0,244,88,97,97.0,0.0,0.0,111866.0,941000.0,0,0,0,0,0,1,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.05,1.0,1,1,2
nm0000318,Tim Burton,6.88,207324.42,12,46,1971,Male,1958,2.0,1.82,7971,3682,764,60.0,0.0,0.0,1247588378.0,1039000000.0,0,0,0,0,0,1,108.67,2,0,5,2,1,4,1,0,5,5,7,0,0,0,4,0,2,1,0,0,0,2,3,0,0,0,2,0,0,0,0,1,4,7.43,0.26,1,15,4
nm0000320,Luis Buñuel,8.0,27924.0,1,44,1929,Male,1900,0.0,0.0,70,109,93,93.0,0.0,0.0,198809.0,800000.0,0,0,0,0,0,1,102.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8.07,0.02,1,1,2
nm0000329,Jackie Chan,6.0,4782.0,1,33,1979,Female,1954,0.0,0.0,27,62,37,37.0,0.0,0.0,127437.0,18000000.0,0,0,0,0,0,1,121.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6.98,0.03,2,5,3
nm0000338,Francis Ford Coppola,7.3,293495.5,6,48,1962,Female,1939,7.0,7.4,3635,861,401,68.5,1.0,4.0,318743418.0,132500000.0,0,0,0,0,0,1,137.83,0,0,0,0,0,1,2,0,6,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4,8.65,0.12,1,8,8
nm0000341,Michael Crichton,6.6,102401.0,1,28,1972,Male,1942,0.0,0.0,552,84,42,42.0,0.0,0.0,32694788.0,160000000.0,0,0,0,0,0,1,102.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7.28,0.04,1,3,3
nm0000343,David Cronenberg,6.61,85502.0,8,49,1966,Male,1943,3.0,2.57,3081,2284,562,72.0,0.0,2.0,63052896.0,155500000.0,0,0,0,0,0,1,101.25,1,0,0,0,1,1,2,0,6,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,5,0,0,1,0,0,4,7.0,0.16,3,11,5
nm0000361,Brian De Palma,6.27,138452.75,8,53,1960,Male,1940,2.0,4.14,3510,1317,423,52.5,0.0,0.0,371391942.0,388000000.0,0,0,0,0,0,1,114.88,1,0,2,0,0,0,6,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,7,1,0,1,0,0,4,7.3,0.15,4,8,6
nm0000362,Danny DeVito,6.1,40984.0,2,28,1976,Male,1944,1.0,1.0,489,182,88,44.0,0.0,0.0,18007815.0,95000000.0,0,0,0,0,0,1,99.0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,6.7,0.07,1,4,1
nm0000365,Julie Delpy,6.0,12153.0,1,18,1995,Female,1969,0.0,0.0,44,176,61,61.0,0.0,0.0,632824.0,8000000.0,0,0,0,0,0,1,96.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,7.65,0.06,3,3,3
nm0000369,Matt Dillon,6.0,4417.0,1,4,1999,Male,1964,0.0,0.0,67,37,57,57.0,0.0,0.0,325491.0,17500000.0,0,0,0,0,0,1,116.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,7.47,0.25,1,3,4
nm0000380,Robert Duvall,7.2,11717.0,1,21,1977,Male,1931,0.0,0.0,157,95,83,83.0,0.0,1.0,20733485.0,5000000.0,0,0,0,0,0,1,134.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.1,0.05,1,1,1
nm0000382,Atom Egoyan,6.84,22360.8,5,39,1977,Male,1960,4.5,4.5,584,679,301,52.0,0.0,0.0,9184231.0,58700000.0,0,1,0,0,0,0,102.0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,1,0,0,4,6.62,0.13,3,5,4
nm0000386,Roland Emmerich,6.09,182963.91,11,38,1979,Male,1955,2.0,2.2,7070,2570,490,47.0,0.0,0.0,1255557242.0,1158500000.0,0,0,0,0,0,1,133.27,9,0,6,0,0,0,0,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,4,1,0,0,0,1,4,5.98,0.29,1,8,12
nm0000389,Emilio Estevez,7.0,38344.0,1,20,1987,Male,1962,0.0,0.0,270,196,54,54.0,0.0,0.0,11204499.0,14000000.0,0,0,0,0,0,1,117.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7.43,0.05,1,3,2
nm0000398,Sally Field,5.4,3296.0,1,5,1996,Female,1946,0.0,0.0,61,37,23,23.0,0.0,0.0,3060963.0,14000000.0,0,0,0,0,0,1,112.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.58,0.2,1,2,1
nm0000399,David Fincher,7.9,568216.33,9,30,1985,Male,1962,2.0,2.38,9351,3320,650,70.0,0.0,2.0,808430924.0,600000000.0,0,0,0,0,0,1,139.67,0,0,0,0,1,0,5,0,9,0,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,6,0,0,1,0,0,4,8.02,0.3,1,8,5
nm0000408,Jonathan Frakes,5.85,44999.5,4,15,1990,Male,1952,2.0,2.67,1135,439,211,52.0,0.0,0.0,205872154.0,186000000.0,0,0,0,0,0,1,100.75,4,0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,4,6.75,0.27,1,7,1
nm0000412,Andy Garcia,6.7,8464.0,1,13,1993,Male,1956,0.0,0.0,165,51,47,47.0,0.0,0.0,2483955.0,9600000.0,0,0,0,0,0,1,144.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7.12,0.08,1,2,2
nm0000416,Terry Gilliam,7.06,196066.57,7,46,1968,Male,1940,4.0,6.33,2882,1335,397,51.0,0.0,0.0,114543356.0,203529576.0,0,0,0,1,0,0,115.14,1,0,4,0,0,3,0,0,3,0,5,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,7.52,0.15,2,9,6
nm0000419,Jean-Luc Godard,7.4,4086.0,1,9,1955,Male,1930,0.0,0.0,25,26,97,97.0,0.0,0.0,24296.0,180000.0,0,0,0,0,0,1,88.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,7.88,0.11,1,2,1
nm0000425,Peter Greenaway,6.4,1593.0,1,54,1962,Male,1942,0.0,0.0,9,93,60,60.0,0.0,0.0,34282.0,2472000.0,0,0,1,0,0,0,105.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,6.98,0.02,5,4,2
nm0000431,Taylor Hackford,6.9,130154.75,4,41,1973,Female,1944,4.0,5.33,1274,679,220,52.5,1.0,1.0,186498936.0,197000000.0,0,0,0,0,0,1,137.25,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,7.52,0.1,1,8,7
nm0000436,Curtis Hanson,7.15,172218.75,4,36,1972,Male,1945,3.0,3.33,1596,570,289,75.0,1.0,1.0,206473792.0,186000000.0,0,0,0,0,0,1,119.75,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4,7.2,0.11,1,8,2
nm0000438,Ed Harris,6.9,37090.0,2,9,2000,Male,1950,8.0,8.0,352,302,141,70.5,1.0,2.0,28803917.0,26000000.0,0,0,0,0,0,1,118.5,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,7.38,0.22,1,5,3
nm0000464,Jim Jarmusch,7.25,73140.5,2,34,1980,Male,1953,8.0,8.0,703,602,158,79.0,0.0,0.0,15615612.0,17000000.0,0,0,0,0,0,1,114.5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,7.45,0.06,1,5,4
nm0000466,Jean-Pierre Jeunet,7.34,164299.6,5,36,1978,Male,1953,4.0,4.0,2320,984,323,63.0,0.0,0.0,88478467.0,259000000.0,0,0,0,0,0,1,114.8,3,0,1,0,0,2,1,0,2,1,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,8,7.75,0.14,4,12,5
nm0000473,Diane Keaton,4.7,10295.0,1,17,1984,Female,1946,0.0,0.0,131,82,33,33.0,0.0,0.0,36037909.0,60000000.0,0,0,0,0,0,1,94.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7.28,0.06,1,2,1
nm0000474,Michael Keaton,6.6,2253.0,1,1,2008,Male,1951,0.0,0.0,22,57,55,55.0,0.0,0.0,346286.0,5000000.0,0,0,0,0,0,1,110.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.75,1.0,1,1,1
nm0000484,John Landis,6.2,16555.0,1,57,1954,Male,1950,0.0,0.0,59,133,46,46.0,0.0,0.0,947.0,10000000.0,0,0,0,0,0,1,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,6.3,0.02,1,2,1
nm0000485,Fritz Lang,8.3,114917.0,1,9,1919,Male,1890,0.0,0.0,418,263,98,98.0,0.0,0.0,26435.0,6000000.0,0,0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,7.93,0.11,1,2,1
nm0000487,Ang Lee,7.28,134678.7,10,35,1982,Male,1954,2.0,2.33,7002,2213,706,70.5,0.0,0.0,532464893.0,442000000.0,0,0,0,0,0,1,129.5,2,0,2,0,0,1,0,0,8,0,2,0,0,1,0,1,0,0,0,0,0,5,1,0,0,0,1,3,1,1,0,0,4,7.8,0.29,1,12,7
