director_ids,director_name,average_rating_value,average_rating_count,movies_produced,career_Length,CareerStartYear,Gender,birthYear,median_inter_event_time,average_inter_event_time,total_review_count_user,total_review_count_critic,total_metascore,median_metascore,total_awards_won,total_awards_nominated,total_gross_value,total_budget_value,budget_cur_AUD,budget_cur_CAD,budget_cur_EUR,budget_cur_GBP,budget_cur_INR,budget_cur_USD,average_runtime_of_movie,total_genre_Action,total_genre_Adult,total_genre_Adventure,total_genre_Animation,total_genre_Biography,total_genre_Comedy,total_genre_Crime,total_genre_Documentary,total_genre_Drama,total_genre_Family,total_genre_Fantasy,total_genre_Film_Noir,total_genre_Game_Show,total_genre_History,total_genre_Horror,total_genre_Music,total_genre_Musical,total_genre_Mystery,total_genre_News,total_genre_None,total_genre_Reality_TV,total_genre_Romance,total_genre_Sci_Fi,total_genre_Short,total_genre_Sport,total_genre_Talk_Show,total_genre_Thriller,total_genre_War,total_genre_Western,director_profession_primary,director_profession_secondary,director_profession_tertiary,director_known_titles_count,director_known_titles_average_rating_value,average_movie_per_year,num_countries_screened,num_genres_directed,num_languages_released
nm0001659,Christopher Reeve,5.8,6279.0,1,10,1997,Male,1952,0.0,0.0,34,40,51,51.0,0.0,0.0,14522427.0,35000000.0,0,0,0,0,0,1,88.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6.25,0.1,1,5,1
nm0001661,Rob Reiner,6.57,68041.5,6,34,1981,Male,1947,6.0,6.0,1247,711,304,40.0,0.0,0.0,248342959.0,212500000.0,0,0,0,0,0,1,96.5,0,0,1,0,0,6,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8.02,0.18,1,5,4
nm0001674,Chris Rock,5.95,18767.5,2,12,2003,Male,1965,11.0,11.0,177,208,125,62.5,0.0,0.0,63065789.0,47200000.0,0,0,0,0,0,1,98.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6.22,0.17,1,2,1
nm0001675,Robert Rodriguez,5.96,139843.38,13,24,1991,Male,1968,1.5,1.5,5348,2592,752,57.0,0.0,0.0,638520716.0,452500000.0,0,0,0,0,0,1,107.46,10,0,4,0,0,4,5,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,1,4,6.42,0.54,1,9,3
nm0001681,George A. Romero,5.63,46388.0,3,48,1962,Male,1940,2.0,2.0,1161,803,180,66.0,0.0,0.0,21487615.0,21000000.0,0,0,0,0,0,1,92.67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,6.52,0.06,1,4,5
nm0001707,Paul Schrader,5.74,9059.4,5,36,1978,Male,1946,4.0,4.0,595,516,291,55.0,0.0,0.0,8727792.0,53250000.0,0,0,0,0,0,1,108.6,0,0,0,0,1,0,2,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6,7.87,0.14,1,6,1
nm0001708,Joel Schumacher,6.24,95330.64,11,38,1974,Male,1939,1.0,1.6,5765,1429,482,50.0,0.0,0.0,570463474.0,535000000.0,0,0,0,0,0,1,114.55,3,0,2,0,1,2,5,0,5,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,7,1,0,1,0,0,4,6.15,0.29,1,12,3
nm0001710,David Schwimmer,7.0,34965.0,1,15,1996,Male,1966,0.0,0.0,139,108,60,60.0,0.0,0.0,58214.0,9500000.0,0,0,0,0,0,1,106.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,7.75,0.07,1,3,1
nm0001714,Campbell Scott,6.65,7187.0,2,6,1996,Female,1961,5.0,5.0,140,70,128,64.0,0.0,0.0,11889732.0,4180000.0,0,0,0,0,0,1,110.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4,6.92,0.33,1,4,2
nm0001716,Tony Scott,6.81,146333.78,9,42,1969,Male,1944,1.5,1.88,3149,1490,494,59.0,0.0,0.0,520589511.0,708000000.0,0,0,0,0,0,1,121.44,9,0,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9,1,0,0,1,0,8,6.65,0.21,1,9,6
nm0001723,Tom Shadyac,6.22,141771.0,6,17,1991,Male,1958,1.0,2.2,1828,672,263,41.5,0.0,0.0,818122768.0,505000000.0,0,0,0,0,0,1,99.5,0,0,0,0,1,5,0,0,3,1,4,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,8,6.55,0.35,1,9,2
nm0001741,Bryan Singer,7.04,273815.38,8,29,1988,Male,1965,2.0,2.57,7172,2700,488,60.0,0.0,0.0,1118654988.0,1056000000.0,0,0,0,0,0,1,126.75,5,0,6,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,0,1,0,4,7.52,0.28,1,9,7
nm0001747,Charles Martin Smith,6.65,12264.0,2,29,1986,Male,1953,3.0,3.0,122,184,122,61.0,0.0,0.0,114299173.0,73000000.0,0,0,0,0,0,1,110.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7.48,0.07,1,2,1
nm0001752,Steven Soderbergh,6.55,121454.59,17,29,1985,Male,1963,1.0,0.94,6511,3888,1149,67.0,2.0,3.0,1009644363.0,663300000.0,0,0,0,0,0,1,107.71,1,0,0,0,1,3,9,0,12,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,11,0,0,0,1,0,8,7.28,0.59,1,9,9
nm0001754,Todd Solondz,7.07,29263.67,3,28,1984,Male,1959,8.0,8.0,704,332,230,81.0,0.0,0.0,8710932.0,5800000.0,0,0,0,0,0,1,102.67,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6.93,0.11,1,2,2
nm0001756,Barry Sonnenfeld,6.04,136587.0,7,26,1991,Male,1953,2.5,3.5,2199,835,331,47.0,0.0,0.0,724690598.0,565250000.0,0,0,0,0,0,1,95.43,2,0,3,0,0,7,2,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,1,0,1,0,4,6.45,0.27,3,10,2
nm0001774,Ben Stiller,6.42,199849.75,4,42,1975,Male,1965,5.0,5.0,1784,1038,220,57.5,0.0,1.0,242645678.0,260000000.0,0,0,0,0,0,1,103.25,1,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,6.38,0.1,1,6,5
nm0001775,Whit Stillman,6.6,10683.0,2,27,1990,Male,1952,18.0,18.0,194,255,163,81.5,0.0,0.0,17000861.0,11000000.0,0,0,0,0,0,1,102.5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,6.92,0.07,4,4,2
nm0001804,Stanley Tucci,7.3,13216.0,1,1,1996,Male,1960,0.0,0.0,85,53,80,80.0,0.0,0.0,11881039.0,4100000.0,0,0,0,0,0,1,109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,7.32,1.0,1,2,2
nm0001814,Gus Van Sant,6.72,123330.12,8,34,1982,Male,1952,2.0,2.57,2956,1293,457,58.0,2.0,6.0,244972746.0,139500000.0,0,0,0,0,0,1,110.0,0,0,1,0,1,0,1,0,7,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1,0,0,4,7.1,0.24,1,9,3
nm0001837,Peter Weir,7.75,431024.5,2,33,1971,Male,1944,5.0,5.0,1610,459,171,85.5,0.0,0.0,219529746.0,210000000.0,0,0,0,0,0,1,120.5,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,7.6,0.06,1,7,3
nm0001844,Frank Whaley,5.4,484.0,1,3,1999,Female,1963,0.0,0.0,21,9,39,39.0,0.0,0.0,703.0,1500000.0,0,0,0,0,0,1,96.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7.08,0.33,1,2,1
nm0001845,Forest Whitaker,5.9,19443.0,1,6,1993,Male,1961,0.0,0.0,163,66,42,42.0,0.0,0.0,60033780.0,30000000.0,0,0,0,0,0,1,114.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5.77,0.17,1,2,1
nm0001873,Steven Zaillian,6.35,22316.0,2,14,1993,Male,1953,8.0,8.0,361,239,105,52.5,0.0,0.0,63924359.0,130000000.0,0,0,0,0,0,1,121.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,7.63,0.14,1,2,1
nm0001874,Franco Zeffirelli,6.9,9451.0,1,42,1958,Male,1923,0.0,0.0,158,62,53,53.0,0.0,0.0,14348123.0,12000000.0,0,0,0,0,0,1,117.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,7.15,0.02,1,3,2
nm0001878,David Zucker,4.6,67183.5,4,34,1980,Male,1947,3.0,3.33,1142,496,120,30.0,0.0,0.0,239719836.0,125000000.0,0,0,0,0,0,1,84.5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6.72,0.12,1,2,4
nm0001880,Edward Zwick,6.97,142494.5,8,41,1976,Male,1952,2.0,2.86,2674,1306,474,56.5,0.0,0.0,388401648.0,497000000.0,0,0,0,0,0,1,126.38,5,0,2,0,1,1,1,0,6,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,1,0,6,3,0,0,0,1,4,7.43,0.2,1,12,7
nm0001885,Lars von Trier,7.26,66460.86,7,45,1967,Male,1956,2.0,2.17,2551,1523,414,60.0,0.0,0.0,9247557.0,133900000.0,0,0,0,0,0,1,130.86,0,0,0,0,0,2,2,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7.4,0.16,4,5,3
nm0001994,Michael Caton-Jones,5.87,44311.0,4,22,1985,Male,1957,4.0,3.67,834,387,167,43.0,0.0,1.0,114795663.0,218000000.0,0,0,0,0,0,1,121.25,1,0,2,0,1,0,2,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,6.08,0.18,1,8,2
nm0002020,Costa-Gavras,7.3,11291.0,1,45,1958,Male,1933,0.0,0.0,55,68,57,57.0,0.0,0.0,274299.0,103000000.0,0,0,0,0,0,0,132.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,7.7,0.02,3,4,4
nm0002030,George Cukor,8.1,299644.0,1,10,1930,Male,1899,0.0,0.0,540,213,100,100.0,0.0,0.0,22202612.0,2800000.0,0,0,0,0,0,1,102.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7.6,0.1,1,4,1
nm0002044,Roger Donaldson,6.8,66785.83,6,44,1971,Male,1945,3.0,3.4,1287,901,323,55.0,0.0,0.0,161905153.0,273000000.0,0,0,0,0,0,1,117.33,3,0,1,0,1,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,1,0,0,8,6.65,0.14,1,9,4
nm0002077,Dexter Fletcher,7.4,42847.0,1,6,2011,Male,1966,0.0,0.0,134,235,54,54.0,0.0,0.0,15785632.0,23000000.0,0,0,0,0,0,1,106.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,7.0,0.17,1,4,2
nm0002083,Carl Franklin,6.6,28955.33,3,18,1986,Male,1949,2.5,2.5,447,300,174,63.0,0.0,0.0,105657924.0,122000000.0,0,0,0,0,0,1,115.67,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,4,7.35,0.17,1,5,3
nm0002120,Lasse Hallström,6.94,67973.25,8,42,1973,Male,1946,1.0,2.14,1916,1184,437,52.0,1.0,3.0,361541667.0,214000000.0,0,0,0,0,0,1,115.88,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,4,7.52,0.19,1,5,3
nm0002132,Amy Heckerling,5.53,26719.0,3,35,1978,Female,1954,7.0,7.0,437,195,118,35.0,0.0,0.0,45791936.0,53000000.0,0,0,0,0,0,1,90.67,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,6.62,0.09,1,4,2
nm0002137,Arthur Hiller,4.9,3547.0,1,46,1951,Female,1923,0.0,0.0,31,13,15,15.0,0.0,0.0,3308758.0,17000000.0,0,0,0,0,0,1,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7.08,0.02,1,1,1
nm0002140,Agnieszka Holland,6.8,11270.0,1,31,1976,Female,1948,0.0,0.0,86,77,59,59.0,0.0,0.0,352786.0,11000000.0,0,0,0,0,0,1,104.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7.57,0.03,1,3,1
nm0002159,Alejandro Agresti,6.8,116211.0,1,27,1980,Male,1961,0.0,0.0,547,174,52,52.0,0.0,0.0,52320979.0,40000000.0,0,0,0,0,0,1,99.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,7.2,0.04,1,3,1
nm0002184,Vic Armstrong,3.1,25799.0,1,23,1992,Male,1946,0.0,0.0,377,171,12,12.0,0.0,0.0,13998282.0,16000000.0,0,0,0,0,0,1,110.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5.85,0.04,1,5,1
nm0002191,Jacques Audiard,7.6,46946.33,3,19,1994,Male,1952,5.5,5.5,307,682,245,82.0,0.0,0.0,5505219.0,76400000.0,0,0,0,0,0,0,130.0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3,7.53,0.16,3,4,4
nm0002199,Hector Babenco,7.6,14298.0,1,31,1973,Male,1946,0.0,0.0,45,61,71,71.0,0.0,0.0,213954.0,12000000.0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7.45,0.03,3,2,1
nm0002218,Claude Miller,6.8,941.0,2,39,1971,Female,1942,8.0,8.0,31,65,146,73.0,0.0,0.0,215105.0,54255932.0,0,0,0,0,0,0,97.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,7.15,0.05,2,5,1
nm0002240,Katt Shea,4.6,13246.0,1,13,1987,Female,1957,0.0,0.0,255,85,42,42.0,0.0,0.0,17757087.0,21000000.0,0,0,0,0,0,1,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,6.05,0.08,1,3,1
nm0002337,Roger Christian,2.4,66088.0,1,21,1980,Male,1944,0.0,0.0,1310,173,9,9.0,0.0,0.0,21471685.0,73000000.0,0,0,0,0,0,1,118.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,6.78,0.05,1,3,1
nm0002340,Stuart Gordon,6.4,9154.0,2,29,1979,Male,1947,2.0,2.0,192,219,122,61.0,0.0,0.0,198769.0,15000000.0,0,0,0,0,0,1,83.5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,8,6.6,0.07,1,3,2
nm0002653,Joe Johnston,6.62,194246.6,5,23,1989,Female,1950,2.5,3.0,3053,1314,276,54.0,0.0,0.0,519508982.0,508000000.0,0,0,0,0,0,1,112.6,3,0,3,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,8,7.4,0.22,1,10,5
nm0002657,Gary Ross,7.25,223868.25,4,19,1998,Male,1956,5.0,6.0,3195,1174,264,69.5,0.0,0.0,589473103.0,255000000.0,0,0,0,0,0,1,136.25,2,0,1,0,1,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,4,7.35,0.21,1,11,1
nm0002700,Malcolm D. Lee,5.72,21685.4,5,18,1999,Male,1970,3.0,4.25,542,397,267,61.0,0.0,0.0,228826884.0,91000000.0,0,0,0,0,0,1,105.6,1,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6.4,0.28,1,3,3
nm0002718,Brian Koppelman,6.4,13575.0,1,9,2001,Male,1966,0.0,0.0,61,114,69,69.0,0.0,0.0,4360548.0,15000000.0,0,0,0,0,0,1,90.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,6.72,0.11,1,3,2
nm0002728,Juan José Campanella,8.2,136530.0,1,26,1984,Male,1959,0.0,0.0,230,263,80,80.0,0.0,0.0,20167424.0,2000000.0,0,0,0,0,0,1,129.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,7.78,0.04,1,3,1
nm0002892,Wally Pfister,6.3,177150.0,1,1,2014,Male,1961,0.0,0.0,469,359,42,42.0,0.0,0.0,23014504.0,100000000.0,0,0,0,0,0,1,119.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4,8.65,1.0,1,5,1
nm0003088,Chris Noonan,6.9,59980.5,2,29,1978,Male,1952,11.0,11.0,326,201,140,70.0,0.0,1.0,69575649.0,60000000.0,0,0,0,0,0,1,89.5,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7.23,0.07,1,4,1
nm0003160,Christopher McQuarrie,7.03,170639.67,3,16,2000,Male,1968,7.5,7.5,1235,977,174,50.0,0.0,0.0,281082373.0,218500000.0,0,0,0,0,0,1,126.67,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,8.25,0.19,1,6,4
nm0003289,John Putch,5.4,5709.0,1,28,1985,Male,1961,0.0,0.0,122,22,26,26.0,0.0,0.0,3333823.0,10000000.0,0,0,0,0,0,1,111.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,6.73,0.04,1,3,1
nm0003343,Rob Schmidt,6.1,89249.0,1,5,1999,Male,1965,0.0,0.0,541,191,32,32.0,0.0,0.0,15417771.0,12600000.0,0,0,0,0,0,1,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5.87,0.2,1,1,1
nm0003418,Rob Cohen,5.47,91915.67,6,36,1980,Male,1949,3.0,3.0,2595,1093,225,32.5,0.0,0.0,413677397.0,317000000.0,0,0,0,0,0,1,108.17,5,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,1,0,8,5.9,0.17,1,7,5
nm0003458,Steven R. Monroe,6.3,57798.0,1,15,1996,Male,1964,0.0,0.0,213,224,27,27.0,0.0,0.0,92401.0,2000000.0,0,0,0,0,0,1,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,5.87,0.07,1,2,1
nm0003506,James Mangold,7.06,170665.25,8,19,1995,Female,1963,2.0,2.29,3896,1744,477,62.0,2.0,3.0,554390748.0,448000000.0,0,0,0,0,0,1,116.5,2,0,2,0,2,2,2,0,4,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,3,0,1,0,1,0,4,7.45,0.42,1,13,7
nm0003529,Dan Harris,7.3,8762.0,1,6,1999,Male,1979,0.0,0.0,56,72,53,53.0,0.0,0.0,228524.0,4000000.0,0,0,0,0,0,1,111.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7.02,0.17,1,2,1
nm0003606,Philippe de Broca,7.0,2747.0,1,38,1960,Male,1933,0.0,0.0,32,20,69,69.0,0.0,0.0,96750.0,30000000.0,0,0,0,0,0,1,128.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7.18,0.03,3,2,2
nm0003620,Kevin Smith,6.6,107668.38,8,23,1992,Male,1970,2.0,2.43,3903,1576,434,55.5,0.0,0.0,200264395.0,136250000.0,0,0,0,0,0,1,107.0,1,0,1,0,0,8,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7.48,0.35,1,8,2
nm0003697,Florian Henckel von Donnersmarck,7.25,223161.5,2,14,1997,Male,1973,4.0,4.0,793,534,126,63.0,0.0,0.0,78915814.0,102000000.0,0,0,0,0,0,1,120.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,6.9,0.14,2,4,6
nm0004056,Andrew Stanton,7.6,396314.2,5,30,1987,Male,1965,4.5,4.5,3263,1798,389,77.0,0.0,0.0,1326685612.0,844000000.0,0,0,0,0,0,1,104.4,1,0,5,4,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,7.85,0.17,1,7,2
nm0004121,Mikael Salomon,5.8,27289.0,1,6,1993,Male,1945,0.0,0.0,126,78,36,36.0,0.0,0.0,19819494.0,70000000.0,0,0,0,0,0,1,97.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,8.63,0.17,1,4,1
nm0004303,Gavin Hood,6.96,135410.6,5,18,1998,Male,1963,2.0,2.5,1795,1187,289,55.0,0.0,0.0,272817381.0,303500000.0,0,0,0,0,0,1,107.8,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,1,3,7.17,0.28,2,7,3
nm0004306,George Miller,7.4,285179.67,3,45,1971,Male,1945,17.0,17.0,2458,1128,243,77.0,0.0,0.0,360625323.0,252000000.0,0,0,0,0,0,1,107.67,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,4,7.3,0.07,2,9,2
nm0004307,Shane Salerno,6.7,2095.0,1,29,1985,Female,1972,0.0,0.0,16,52,40,40.0,0.0,0.0,575775.0,2000000.0,0,0,0,0,0,1,129.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.6,0.03,1,1,1
nm0004332,Robert B. Weide,6.5,61843.0,1,25,1984,Male,1959,0.0,0.0,99,134,35,35.0,0.0,0.0,2775593.0,27000000.0,0,0,0,0,0,1,110.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,7.85,0.04,1,4,1
nm0004380,Antoine de Caunes,6.7,750.0,1,4,2000,Male,1953,0.0,0.0,9,23,65,65.0,0.0,0.0,16802.0,15920000.0,0,0,1,0,0,0,120.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5.82,0.25,1,3,3
nm0004388,Michael Selditch,6.5,101.0,1,7,2002,Male,1966,0.0,0.0,2,35,56,56.0,0.0,0.0,7265.0,130000.0,0,0,0,0,0,1,103.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6.73,0.14,1,1,1
nm0004410,Mark Neveldine,5.58,105359.2,5,10,2006,Male,1973,2.5,2.25,1305,874,194,37.0,0.0,0.0,115434792.0,147000000.0,0,0,0,0,0,1,93.2,4,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,8,6.25,0.5,1,6,3
nm0004412,Ed Solomon,6.5,5795.0,1,12,1992,Male,1960,0.0,0.0,66,41,45,45.0,0.0,0.0,209151.0,7500000.0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.8,0.08,1,2,1
nm0004517,Jason Alexander,6.7,1244.0,1,8,1992,Male,1959,0.0,0.0,25,19,45,45.0,0.0,0.0,39852.0,3000000.0,0,0,0,0,0,1,97.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.98,0.12,1,2,1
nm0004675,Phil Alden Robinson,6.4,87763.0,1,18,1985,Male,1950,0.0,0.0,568,176,45,45.0,0.0,0.0,118471320.0,68000000.0,0,0,0,0,0,1,124.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,7.18,0.06,1,3,5
nm0004716,Darren Aronofsky,7.48,324265.33,6,24,1991,Male,1969,2.0,3.2,6371,2139,419,70.0,1.0,4.0,251314961.0,183560000.0,0,0,0,0,0,1,106.17,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,1,0,3,7.23,0.25,1,8,4
nm0004805,Adam Carolla,6.1,1402.0,1,17,1999,Male,1964,0.0,0.0,12,14,50,50.0,0.0,0.0,105943.0,1500000.0,0,0,0,0,0,1,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.3,0.06,1,1,1
nm0004810,Chris Carter,5.9,79023.0,1,22,1987,Male,1956,0.0,0.0,493,269,47,47.0,0.0,0.0,20981633.0,30000000.0,0,0,0,0,0,1,104.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,7.2,0.05,1,4,3
